销售日期,102900005117056 ,102900005115960 ,102900005115823 ,102900005115908 ,102900005115779 ,102900011008522 ,102900005118824 ,102900005115984 ,102900005116530 ,102900005116226 ,102900005116233 ,102900005115762 ,102900005116714 ,102900005118817 ,102900011009970 ,102900005117209 ,102900011001219 ,102900051004294 ,102900005116547 ,102900051000944 ,102900005119975 ,102900005125815 ,102900005115786 ,102900051010455 ,102900005116509 ,102900005116943 ,102900005116257 ,102900005125808 ,102900005119944 ,102900011006948 ,102900005115793 ,102900005123880 ,102900005115946 ,102900005118831 ,102900005116912 ,102900005116790 ,102900011000328 ,102900011006689 ,102900011009444 ,102900011001813 ,102900005116837 ,102900005116899 ,102900005115816 ,106956146480203 ,102900005115861 ,106956146480197 ,102900011011546 ,102900011001806 ,102900011001561 ,102900005116219 ,102900011000175 ,102900011007969 ,102900011012994 ,102900011009246 ,102900011013274 ,102900011001691 ,102900011008164 ,102900011010891 ,102900051000463 ,102900051009336 ,102900005119968 ,102900011016909 ,102900011016701 ,102900005115885 ,102900011007464 ,102900005115878 ,102900005119098 ,102900005115250 ,102900011012871 ,102900011010563 ,102900011007044 ,106931885000035 ,102900005118572 ,102900005115854 ,102900011018095 ,102900005122654 ,102900005115168 ,102900011008676 ,102900005115199 ,102900011018132 ,102900011008577 ,102900005115977 ,102900005115748 ,102900011011669 ,102900011009277 ,102900011000571 ,106949711300068 ,106930274220092 ,102900011021699 ,102900011021842 ,106958851400125 ,102900011000632 ,102900011022030 ,102900011022764 ,106973223300667 ,102900011008133 ,102900011022849 ,102900005116905 ,102900051010790 ,102900011002414 ,102900051009220 ,102900011022924 ,102900005116639 ,102900011015391 ,102900011008515 ,102900011007471 ,102900011023075 ,102900011024010 ,102900005117353 ,102900011026502 ,102900005116806 ,102900011006955 ,102900011008485 ,102900011000861 ,102900011026793 ,102900011027479 ,102900011000335 ,102900011027615 ,102900011008492 ,102900011027462 ,102900051000890 ,102900011007495 ,102900005128748 ,102900011023464 ,102900011028407 ,106949711300167 ,102900011029176 ,102900005119104 ,106971533450003 ,102900011029688 ,102900011029275 ,102900011030134 ,102900011030103 ,102900011030158 ,102900011030097 ,102900011030110 ,102900011030141 ,102900011030059 ,102900011030042 ,102900051006229 ,102900011031100 ,102900011021644 ,102900011030622 ,102900011030561 ,102900011030615 ,102900011030608 ,102900011030639 ,102900011031599 ,102900011031582 ,102900011031759 ,106971533455008 ,106957634300058 ,106957634300010 ,102900011031742 ,106949711300259 ,102900011031926 ,102900011031735 ,102900011032022 ,102900011032282 ,102900011031995 ,102900011029305 ,102900011009772 ,102900011032237 ,102900011032206 ,102900011031841 ,102900011030912 ,102900011032213 ,102900011032244 ,102900011032114 ,102900011032220 ,102900011032251 ,102900011032350 ,102900011032367 ,102900011032176 ,102900011015384 ,102900011032343 ,102900011032640 ,102900011032787 ,102900011032633 ,102900011032626 ,102900011032589 ,102900011032619 ,102900011032732 ,102900011032848 ,102900011033081 ,102900011033234 ,102900011033241 ,102900011033562 ,102900011033586 ,102900011033531 ,102900011033968 ,102900011033906 ,102900011034200 ,102900011033173 ,102900011034231 ,102900011033937 ,102900011033920 ,102900011034224 ,102900011034217 ,102900011033944 ,102900011033913 ,106931885000356 ,106971563780002 ,102900011034316 ,102900011034323 ,102900011034330 ,102900011034354 ,102900011026618 ,102900011029299 ,102900011034262 ,102900011034026 ,102900011030929 ,106973990980123 ,102900011034569 ,102900011034439 ,102900011033975 ,102900011033982 ,102900011035078 ,102900011031858 ,102900011011058 ,102900011030905 ,102900011033999 ,102900011035481 ,102900011035511 ,102900005115625 ,102900011035788 ,102900011035771 ,102900011035764 ,102900011012482 ,102900011035962 ,102900011031216 ,106930274620090 ,102900011036068 ,102900011034705 ,102900011030400 ,102900011030417 ,102900011035740 ,102900011034538 ,102900011023976 ,102900011036266 ,102900011032480 ,102900011036242 ,102900011035849 ,102900011021675 ,106972776821582 ,102900011036686 
2020/7/1,7.6,3.2,10,8,8,8,10,6,17.95,8,10,6,14,14,9,16,14,14,6,39.8,4.931034483,10,6,9,4,18,6,25.8,16,16,16,12,7,6.85,14,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/2,7.6,3.007692308,10,8,7.958558559,8,10,6,19.8,8,10,6,14,0,9,14,12,14,6,37.6,5.122807018,10,6,8.48,4,16,7,25.8,16,16,16,12,7,6.633333333,14,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/3,7.6,3.6,9.85862069,8,8,8,8.2,6,19.8,8,10,6,14,0,8,14,14,14,7,0,5.707317073,10,5.666666667,9,4,16,7,25.8,16,16,16,12,7,6.842857143,14,8,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/4,7.6,3.6,10,8,8,8,10,5.996190476,19.72207792,8,10,0,14,0,8,14,14,12,7,37.6,0,10,6,8.98125,4,16,7,25.8,16,0,16,12,7,6.813333333,14,8,13.97647059,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/5,7.6,4,9.989285714,8,7.997826087,8,10,6,19.8,8,10,6,14,0,8,14,16,12,7,0,6,10,5.997101449,9,4,16,6.996,25.8,0,0,0,12,7,6.792307692,14,0,13.99111111,11,11.9875,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/6,7.6,4,10,8,8,7.617647059,9.972727273,6,19.8,8,10,6,13.98461538,0,9,14,18,12,7,0,6,10,6,9,4,16,8,25.8,17,15.97333333,16,12,7,6.87,14,0,14,0,12,3.475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/7,8,3.979166667,10,8,10,8,10,6,19.8,8,10,6,14,0,9,14,18,12,7.6,0,4.838709677,9.98372093,6,9,4,16,8,25.8,17,16,16,12,7,6.575,14,0,14,11,0,3.4,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/8,8,4,10,8,10,8,10,6,19.8,8,10,6,14,0,9,14,18,12,7.6,0,5.553191489,10,6,9,4,16,7.960606061,25.8,17,18,16,12,7,6.51875,14,8,13.48387097,0,0,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/9,8,4,10,7.65,10,8,10,6,19.8,8,10,5,14,0,9,14,18,12,7.6,0,6,10,6,9,4,16,8,25.8,17,18,16,12,7,6.9,14,8,14,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
