销售日期,102900005115823 ,102900005115908 ,102900005115779 ,102900005118824 ,102900005115984 ,102900005115762 ,102900005116714 ,102900005118817 ,102900051000944 ,102900005119975 ,102900005115786 ,102900005116509 ,102900005116257 ,102900011006948 ,102900005115946 ,102900005118831 ,102900011000328 ,102900005116899 ,102900011007969 ,102900011013274 ,102900011001691 ,102900011008164 ,102900051000463 ,102900011016701 ,102900005115250 ,102900011018132 ,102900011022764 ,102900011023464 ,106971533450003 ,102900011030097 ,102900011030110 ,102900011030059 ,102900011031100 ,106949711300259 ,102900011031926 ,102900011032022 ,102900011032237 ,102900011032251 ,102900011032343 ,102900011032732 ,102900011032848 ,102900011034330 ,102900011034026 ,102900011030929 ,102900011034439 ,102900011033982 ,102900011035078 ,102900011035740 ,102900011036686 
2020/7/1,10,8,8,10,6,6,14,14,39.8,4.931034483,6,4,6,16,7,6.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/2,10,8,7.958558559,10,6,6,14,0,37.6,5.122807018,6,4,7,16,7,6.633333333,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/3,9.85862069,8,8,8.2,6,6,14,0,0,5.707317073,5.666666667,4,7,16,7,6.842857143,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/4,10,8,8,10,5.996190476,0,14,0,37.6,0,6,4,7,0,7,6.813333333,13.97647059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/5,9.989285714,8,7.997826087,10,6,6,14,0,0,6,5.997101449,4,6.996,0,7,6.792307692,13.99111111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/6,10,8,8,9.972727273,6,6,13.98461538,0,0,6,6,4,8,15.97333333,7,6.87,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/7,10,8,10,10,6,6,14,0,0,4.838709677,6,4,8,16,7,6.575,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/8,10,8,10,10,6,6,14,0,0,5.553191489,6,4,7.960606061,18,7,6.51875,13.48387097,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/9,10,7.65,10,10,6,5,14,0,0,6,6,4,8,18,7,6.9,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/10,9.95483871,7.912903226,9.932432432,10,5.97972973,4.942857143,13.93492063,0,0,5.932608696,5.1,3.980952381,7.9,18,6.916666667,6.685714286,11.96935484,15.94705882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/11,9.955102041,7.974193548,9.779245283,10,5.885714286,4.9,13.81940299,0,0,5.958333333,4.921052632,3.966,7.913636364,17.73333333,7,6.8,11.88018018,15.72777778,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/12,9.9375,7.936538462,9.855555556,10,5.912048193,4.935714286,13.83882353,0,29.275,5.902777778,4.964864865,3.956756757,7.801470588,18,7,6.9,11.70833333,15.80454545,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/13,9.879310345,7.9125,9.911494253,9.48,5.9703125,0,13.94571429,0,0,5.805405405,3.906451613,3.976923077,7.969230769,0,7,6.85,9.89375,15.88571429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
