销售日期,102900005115762 ,102900005115779 ,102900005115786 ,102900005115823 ,102900005115908 ,102900005115946 ,102900005115960 ,102900005115984 ,102900005116233 ,102900005116257 ,102900005116509 ,102900005116547 ,102900005116714 ,102900005117209 ,102900005118817 ,102900005118824 ,102900005118831 ,102900005119975 ,102900005125815 ,102900011006948 ,102900011008522 ,102900011009970 ,102900051000944 ,102900051004294 ,102900051010455 ,102900011000328 ,102900005116837 ,102900005116899 ,102900005116219 ,102900011007969 ,102900011013274 ,102900011001691 ,102900011008164 ,102900051000463 ,102900011016701 ,102900005115250 ,102900011018132 ,102900011022764 ,102900011023464 ,106971533450003 ,102900011030097 ,102900011030110 ,102900011030059 ,102900011031100 ,106949711300259 ,102900011031926 ,102900011032022 ,102900011032237 ,102900011032251 ,102900011031216 ,102900011032343 ,102900011032732 ,102900011032848 ,102900011034330 ,102900011034026 ,102900011030929 ,102900011034439 ,102900011033982 ,102900011035078 ,102900011035740 ,102900011036686 
2020/7/1,3.88,6.72,3.19,7.03,4.6,4.2,2.1,3.44,5.76,6.56,1.63,4.06,9.23,7.58,8.47,5.65,4.13,3.6,6.16,11.69,4.44,6.03,29.43,6.81,4.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/2,3.93,4.23,3.18,7.03,4.52,4.23,2.1,3.58,5.71,3.72,1.46,4.05,8.9,7.33,7.88,5.76,4.11,3.6,6.15,11.75,4.44,5.52,29.54,6.85,4.76,7.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/3,3.57,4.61,3.79,6.76,3.89,4.3,2.11,3.75,5.7,6.56,1.48,4.05,8.97,6.21,0,5.61,4.05,3.6,6.32,11.75,4.47,4.81,0,8.07,4.74,6.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/4,0,5.77,3.46,6.56,3.53,4.28,2.21,3.75,5.42,3.94,1.98,4.05,9.27,7.43,0,5.41,4.09,0,6,0,4.44,4.71,25.48,6.09,4.63,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/5,3.48,5.77,3.45,6.56,4.04,4.31,2.2,3.75,5.44,4.24,2.04,4.05,9.47,8.35,0,5.42,4.1,3.6,6.16,0,4.44,4.93,0,6.3,4.75,7.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/6,3.35,6.48,3.18,6.25,4.55,4.21,2.2,3.65,5.41,4.49,2.05,4.06,9.48,8.44,0,5.45,4.06,3.6,6.14,9.17,4.44,5.6,0,6.42,5.31,8.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/7,3.26,6.92,3.18,6.25,4.65,4.21,2.2,3.73,5.48,4.75,2.05,4.05,9.16,8.46,0,5.46,4.07,3.6,6.13,9.42,4.44,5.44,0,6.6,5.31,8.08,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/8,3.24,6.92,3.02,6.25,4.78,4.21,2.2,3.75,5.62,5.23,2.04,4.05,9.09,8.42,0,5.47,4.11,3.6,6.13,9.81,4.44,5.27,0,7.17,5.31,7.55,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/9,3.08,7.06,2.84,6.25,4.77,4.22,2.15,3.75,5.52,5.3,2.04,4.05,9.03,7.92,0,5.47,4.09,3.6,6.12,9.8,4.44,5.21,0,7.26,5.31,7.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/10,2.41,7.07,2.62,6.25,4.76,4.23,2.1,3.75,5.51,5.5,2.1,4.05,8.82,7.35,7.88,5.44,4.06,3.6,6.11,9.81,5.29,4.7,0,7.87,5.31,7.32,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/11,2.38,7.03,2.37,6.25,4.77,4.24,2.1,3.75,6.6,5.42,2.19,4.13,8.91,8.3,0,5.41,4.04,3.6,6.11,10.61,5.05,3.86,0,8.15,5.31,7.51,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020/7/12,2.39,6.92,2.24,6.25,4.86,4.43,2.1,3.75,5.56,5.05,2.22,4.25,8.49,7.83,0,5.41,4.05,3.6,6.08,11.06,4.94,3.48,24.05,7.91,5.31,6.27,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
