,0
大白菜,3
上海青,0
菜心,19
云南生菜,8
甜白菜,16
云南油麦菜,14
苋菜,21
菠菜,23
红薯尖,22
竹叶菜,9
黄白菜(2),15
外地茼蒿,44
小白菜,30
木耳菜,40
娃娃菜,5
黄心菜(1),26
东门口小白菜,39
南瓜尖,17
牛首油菜,24
快菜,17
奶白菜,27
蔡甸藜蒿,38
紫苏,17
茼蒿,13
本地上海青,41
萝卜叶,17
枝江红菜苔,10
牛首生菜,34
荠菜,17
四川红香椿,17
豌豆尖,17
白菜苔,35
随州泡泡青,43
丝瓜尖,17
本地黄心油菜,31
紫贝菜,17
田七,17
油菜苔,17
青菜苔,17
马齿苋,17
甘蓝叶,17
面条菜,17
薄荷叶,17
鲜粽子叶,17
黑油菜,1
冰草,17
芥菜,17
菊花油菜,17
大芥兰,17
奶白菜苗,17
芥兰,17
蒲公英,17
黄花菜,17
小青菜(1),18
双沟白菜,17
菜心(份),32
茼蒿(份),42
小青菜(2),33
云南油麦菜(份),11
菠菜(份),12
上海青(份),6
云南生菜(份),2
枝江红菜苔(份),33
洪山菜苔,17
襄甜红菜苔(袋),17
紫苏(份),17
马兰头,17
竹叶菜(份),25
鱼腥草,17
春菜,17
红薯尖(份),36
蔡甸藜蒿(份),17
红橡叶,17
绿牛油,17
红珊瑚(粗叶),17
保康高山大白菜,7
苋菜(份),46
槐花,17
奶白菜(份),4
黄心菜(2),28
小青菜(份),20
小白菜(份),37
鲜粽叶(袋)(2),17
芝麻苋菜,17
鲜粽叶,17
鲜粽叶(袋)(1),29
艾蒿,17
鱼腥草(份),47
外地茼蒿(份),17
本地小毛白菜,1
黄白菜(1),1
龙牙菜,1
冰草(盒),17
洪山菜薹珍品手提袋,17
洪山菜薹莲藕拼装礼盒,17
白蒿,17
大白菜秧,17
鲜粽叶(袋)(3),45
木耳菜(份),17
