,0
西峡香菇(1),3
金针菇(1),4
杏鲍菇(1),15
海鲜菇(1),10
姬菇(1),10
金针菇(袋)(1),2
平菇,11
蟹味菇(2),10
白玉菇(2),10
海鲜菇(袋)(1),18
姬菇(包),18
杏鲍菇(袋),12
鲜木耳(1),10
白玉菇(袋),14
虫草花,10
双孢菇,10
西峡花菇(1),6
黑皮鸡枞菌,10
鸡枞菌,10
银耳(朵),10
绣球菌,10
虫草花(袋),20
猴头菇,10
秀珍菇,10
金针菇(袋)(3),9
蟹味菇(袋),20
牛排菇,10
海鲜菇(袋)(4),13
虫草花(盒)(2),10
活体银耳,10
白玉菇(1),10
杏鲍菇(250克),10
金针菇(袋)(2),7
蟹味菇(1),10
海鲜菇(包),8
黑牛肝菌(盒),10
赤松茸(盒),10
猪肚菇(盒),10
牛排菇(盒),10
黑皮鸡枞菌(盒),10
杏鲍菇(份),10
海鲜菇(袋)(3),16
蟹味菇(盒),10
白玉菇(盒),10
金针菇(盒),1
虫草花(份),19
姬菇(份),0
双孢菇(份),10
海鲜菇(份),17
姬菇(2),10
海鲜菇(2),10
鲜木耳(2),10
西峡香菇(2),0
西峡花菇(2),10
金针菇(2),0
杏鲍菇(2),19
绣球菌(袋),10
双孢菇(盒),5
鲜木耳(份),0
和丰阳光海鲜菇(包),10
金针菇(份),10
黑牛肝菌,10
西峡香菇(份) ,10
茶树菇(袋),10
海鲜菇(袋)(2),19
菌蔬四宝(份),10
菌菇火锅套餐(份),10
蟹味菇与白玉菇双拼(盒),10
花菇(一人份),10
鹿茸菇(盒),10
赤松茸,10
