,0
西峡香菇(1),3
金针菇(1),9
杏鲍菇(1),0
海鲜菇(1),38
姬菇(1),31
金针菇(袋)(1),4
平菇,17
蟹味菇(2),39
白玉菇(2),35
海鲜菇(袋)(1),14
姬菇(包),27
杏鲍菇(袋),11
鲜木耳(1),42
白玉菇(袋),19
虫草花,51
双孢菇,30
西峡花菇(1),7
黑皮鸡枞菌,59
鸡枞菌,46
银耳(朵),36
绣球菌,57
虫草花(袋),10
猴头菇,64
秀珍菇,52
金针菇(袋)(3),8
蟹味菇(袋),26
牛排菇,60
海鲜菇(袋)(4),13
虫草花(盒)(2),46
活体银耳,46
白玉菇(1),47
杏鲍菇(250克),50
金针菇(袋)(2),6
蟹味菇(1),41
海鲜菇(包),12
黑牛肝菌(盒),58
赤松茸(盒),58
猪肚菇(盒),56
牛排菇(盒),1
黑皮鸡枞菌(盒),61
杏鲍菇(份),37
海鲜菇(袋)(3),16
蟹味菇(盒),40
白玉菇(盒),33
金针菇(盒),2
虫草花(份),15
姬菇(份),22
双孢菇(份),48
海鲜菇(份),18
姬菇(2),54
海鲜菇(2),44
鲜木耳(2),49
西峡香菇(2),23
西峡花菇(2),55
金针菇(2),25
杏鲍菇(2),21
绣球菌(袋),29
双孢菇(盒),5
鲜木耳(份),28
和丰阳光海鲜菇(包),34
金针菇(份),46
黑牛肝菌,46
西峡香菇(份) ,24
茶树菇(袋),43
海鲜菇(袋)(2),20
菌蔬四宝(份),45
菌菇火锅套餐(份),53
蟹味菇与白玉菇双拼(盒),32
花菇(一人份),62
鹿茸菇(盒),63
赤松茸,46
