,0
西峡香菇(1),2
金针菇(1),7
杏鲍菇(1),14
海鲜菇(1),37
姬菇(1),31
金针菇(袋)(1),3
平菇,4
蟹味菇(2),39
白玉菇(2),33
海鲜菇(袋)(1),20
姬菇(包),22
杏鲍菇(袋),10
鲜木耳(1),41
白玉菇(袋),16
虫草花,51
双孢菇,26
西峡花菇(1),9
黑皮鸡枞菌,62
鸡枞菌,0
银耳(朵),34
绣球菌,56
虫草花(袋),11
猴头菇,63
秀珍菇,52
金针菇(袋)(3),8
蟹味菇(袋),27
牛排菇,58
海鲜菇(袋)(4),13
虫草花(盒)(2),0
活体银耳,0
白玉菇(1),43
杏鲍菇(250克),50
金针菇(袋)(2),6
蟹味菇(1),40
海鲜菇(包),15
黑牛肝菌(盒),54
赤松茸(盒),54
猪肚菇(盒),60
牛排菇(盒),45
黑皮鸡枞菌(盒),57
杏鲍菇(份),36
海鲜菇(袋)(3),12
蟹味菇(盒),38
白玉菇(盒),32
金针菇(盒),1
虫草花(份),23
姬菇(份),21
双孢菇(份),48
海鲜菇(份),17
姬菇(2),55
海鲜菇(2),44
鲜木耳(2),49
西峡香菇(2),24
西峡花菇(2),53
金针菇(2),28
杏鲍菇(2),19
绣球菌(袋),0
双孢菇(盒),5
鲜木耳(份),29
和丰阳光海鲜菇(包),35
金针菇(份),0
黑牛肝菌,0
西峡香菇(份) ,25
茶树菇(袋),42
海鲜菇(袋)(2),18
菌蔬四宝(份),47
菌菇火锅套餐(份),46
蟹味菇与白玉菇双拼(盒),30
花菇(一人份),61
鹿茸菇(盒),59
赤松茸,0
