,0
大白菜,2
上海青,20
菜心,12
云南生菜,10
甜白菜,17
云南油麦菜,4
苋菜,22
菠菜,13
红薯尖,23
竹叶菜,6
黄白菜(2),15
外地茼蒿,43
小白菜,31
木耳菜,38
娃娃菜,5
黄心菜(1),21
东门口小白菜,34
南瓜尖,65
牛首油菜,19
快菜,53
奶白菜,16
蔡甸藜蒿,40
紫苏,82
茼蒿,24
本地上海青,32
萝卜叶,48
枝江红菜苔,14
牛首生菜,33
荠菜,78
四川红香椿,47
豌豆尖,61
白菜苔,36
随州泡泡青,37
丝瓜尖,1
本地黄心油菜,30
紫贝菜,80
田七,76
油菜苔,63
青菜苔,59
马齿苋,62
甘蓝叶,94
面条菜,85
薄荷叶,91
鲜粽子叶,87
黑油菜,49
冰草,74
芥菜,60
菊花油菜,71
大芥兰,83
奶白菜苗,68
芥兰,84
蒲公英,92
黄花菜,84
小青菜(1),27
双沟白菜,88
菜心(份),29
茼蒿(份),41
小青菜(2),50
云南油麦菜(份),3
菠菜(份),9
上海青(份),25
云南生菜(份),8
枝江红菜苔(份),45
洪山菜苔,64
襄甜红菜苔(袋),56
紫苏(份),69
马兰头,93
竹叶菜(份),26
鱼腥草,75
春菜,73
红薯尖(份),35
蔡甸藜蒿(份),58
红橡叶,57
绿牛油,57
红珊瑚(粗叶),57
保康高山大白菜,7
苋菜(份),42
槐花,86
奶白菜(份),11
黄心菜(2),0
小青菜(份),18
小白菜(份),39
鲜粽叶(袋)(2),79
芝麻苋菜,67
鲜粽叶,89
鲜粽叶(袋)(1),28
艾蒿,70
鱼腥草(份),44
外地茼蒿(份),52
本地小毛白菜,54
黄白菜(1),55
龙牙菜,51
冰草(盒),72
洪山菜薹珍品手提袋,81
洪山菜薹莲藕拼装礼盒,90
白蒿,84
大白菜秧,66
鲜粽叶(袋)(3),46
木耳菜(份),77
