,0
大白菜,1
上海青,8
菜心,0
云南生菜,9
甜白菜,14
云南油麦菜,5
苋菜,8
菠菜,0
红薯尖,8
竹叶菜,8
黄白菜(2),15
外地茼蒿,3
小白菜,3
木耳菜,3
娃娃菜,7
黄心菜(1),0
东门口小白菜,3
南瓜尖,3
牛首油菜,0
快菜,3
奶白菜,0
蔡甸藜蒿,3
紫苏,3
茼蒿,0
本地上海青,3
萝卜叶,3
枝江红菜苔,11
牛首生菜,3
荠菜,3
四川红香椿,3
豌豆尖,3
白菜苔,3
随州泡泡青,3
丝瓜尖,3
本地黄心油菜,3
紫贝菜,3
田七,3
油菜苔,3
青菜苔,3
马齿苋,3
甘蓝叶,3
面条菜,3
薄荷叶,3
鲜粽子叶,3
黑油菜,3
冰草,3
芥菜,3
菊花油菜,3
大芥兰,3
奶白菜苗,3
芥兰,3
蒲公英,3
黄花菜,3
小青菜(1),0
双沟白菜,3
菜心(份),12
茼蒿(份),3
小青菜(2),3
云南油麦菜(份),6
菠菜(份),13
上海青(份),12
云南生菜(份),2
枝江红菜苔(份),3
洪山菜苔,3
襄甜红菜苔(袋),3
紫苏(份),3
马兰头,3
竹叶菜(份),3
鱼腥草,3
春菜,3
红薯尖(份),3
蔡甸藜蒿(份),3
红橡叶,3
绿牛油,3
红珊瑚(粗叶),3
保康高山大白菜,4
苋菜(份),3
槐花,3
奶白菜(份),10
黄心菜(2),3
小青菜(份),12
小白菜(份),3
鲜粽叶(袋)(2),3
芝麻苋菜,3
鲜粽叶,3
鲜粽叶(袋)(1),3
艾蒿,3
鱼腥草(份),3
外地茼蒿(份),3
本地小毛白菜,3
黄白菜(1),3
龙牙菜,3
冰草(盒),3
洪山菜薹珍品手提袋,3
洪山菜薹莲藕拼装礼盒,3
白蒿,3
大白菜秧,3
鲜粽叶(袋)(3),3
木耳菜(份),3
