,0
大白菜,2
上海青,22
菜心,6
云南生菜,10
甜白菜,15
云南油麦菜,1
苋菜,23
菠菜,24
红薯尖,17
竹叶菜,12
黄白菜(2),14
外地茼蒿,45
小白菜,31
木耳菜,34
娃娃菜,5
黄心菜(1),25
东门口小白菜,33
南瓜尖,0
牛首油菜,20
快菜,54
奶白菜,16
蔡甸藜蒿,41
紫苏,0
茼蒿,13
本地上海青,37
萝卜叶,48
枝江红菜苔,11
牛首生菜,32
荠菜,0
四川红香椿,51
豌豆尖,0
白菜苔,38
随州泡泡青,36
丝瓜尖,0
本地黄心油菜,30
紫贝菜,0
田七,0
油菜苔,0
青菜苔,0
马齿苋,0
甘蓝叶,0
面条菜,0
薄荷叶,0
鲜粽子叶,0
黑油菜,47
冰草,0
芥菜,0
菊花油菜,0
大芥兰,0
奶白菜苗,0
芥兰,0
蒲公英,0
黄花菜,0
小青菜(1),21
双沟白菜,0
菜心(份),29
茼蒿(份),42
小青菜(2),50
云南油麦菜(份),9
菠菜(份),18
上海青(份),4
云南生菜(份),3
枝江红菜苔(份),43
洪山菜苔,0
襄甜红菜苔(袋),53
紫苏(份),0
马兰头,0
竹叶菜(份),27
鱼腥草,0
春菜,0
红薯尖(份),35
蔡甸藜蒿(份),56
红橡叶,0
绿牛油,0
红珊瑚(粗叶),0
保康高山大白菜,7
苋菜(份),39
槐花,0
奶白菜(份),8
黄心菜(2),26
小青菜(份),19
小白菜(份),40
鲜粽叶(袋)(2),0
芝麻苋菜,0
鲜粽叶,0
鲜粽叶(袋)(1),28
艾蒿,0
鱼腥草(份),44
外地茼蒿(份),52
本地小毛白菜,55
黄白菜(1),49
龙牙菜,49
冰草(盒),0
洪山菜薹珍品手提袋,0
洪山菜薹莲藕拼装礼盒,0
白蒿,0
大白菜秧,0
鲜粽叶(袋)(3),46
木耳菜(份),0
