,0
大白菜,1
上海青,23
菜心,7
云南生菜,4
甜白菜,17
云南油麦菜,11
苋菜,13
菠菜,16
红薯尖,22
竹叶菜,21
黄白菜(2),14
外地茼蒿,45
小白菜,32
木耳菜,36
娃娃菜,5
黄心菜(1),24
东门口小白菜,34
南瓜尖,3
牛首油菜,20
快菜,53
奶白菜,19
蔡甸藜蒿,42
紫苏,3
茼蒿,25
本地上海青,37
萝卜叶,46
枝江红菜苔,12
牛首生菜,0
荠菜,3
四川红香椿,49
豌豆尖,58
白菜苔,33
随州泡泡青,38
丝瓜尖,3
本地黄心油菜,30
紫贝菜,3
田七,3
油菜苔,3
青菜苔,52
马齿苋,3
甘蓝叶,3
面条菜,3
薄荷叶,3
鲜粽子叶,3
黑油菜,48
冰草,3
芥菜,59
菊花油菜,3
大芥兰,3
奶白菜苗,3
芥兰,3
蒲公英,3
黄花菜,3
小青菜(1),28
双沟白菜,3
菜心(份),27
茼蒿(份),40
小青菜(2),51
云南油麦菜(份),6
菠菜(份),15
上海青(份),9
云南生菜(份),2
枝江红菜苔(份),41
洪山菜苔,3
襄甜红菜苔(袋),57
紫苏(份),3
马兰头,3
竹叶菜(份),26
鱼腥草,3
春菜,3
红薯尖(份),35
蔡甸藜蒿(份),56
红橡叶,3
绿牛油,3
红珊瑚(粗叶),3
保康高山大白菜,8
苋菜(份),39
槐花,3
奶白菜(份),10
黄心菜(2),31
小青菜(份),18
小白菜(份),44
鲜粽叶(袋)(2),3
芝麻苋菜,3
鲜粽叶,3
鲜粽叶(袋)(1),29
艾蒿,3
鱼腥草(份),43
外地茼蒿(份),54
本地小毛白菜,55
黄白菜(1),50
龙牙菜,50
冰草(盒),3
洪山菜薹珍品手提袋,3
洪山菜薹莲藕拼装礼盒,3
白蒿,3
大白菜秧,3
鲜粽叶(袋)(3),47
木耳菜(份),3
