,0
大白菜,2
上海青,4
菜心,20
云南生菜,3
甜白菜,14
云南油麦菜,15
苋菜,18
菠菜,22
红薯尖,19
竹叶菜,9
黄白菜(2),16
外地茼蒿,47
小白菜,34
木耳菜,35
娃娃菜,5
黄心菜(1),24
东门口小白菜,36
南瓜尖,63
牛首油菜,23
快菜,53
奶白菜,21
蔡甸藜蒿,39
紫苏,0
茼蒿,11
本地上海青,37
萝卜叶,45
枝江红菜苔,13
牛首生菜,33
荠菜,0
四川红香椿,51
豌豆尖,57
白菜苔,31
随州泡泡青,43
丝瓜尖,0
本地黄心油菜,29
紫贝菜,0
田七,0
油菜苔,65
青菜苔,59
马齿苋,62
甘蓝叶,0
面条菜,0
薄荷叶,0
鲜粽子叶,0
黑油菜,48
冰草,0
芥菜,60
菊花油菜,69
大芥兰,69
奶白菜苗,70
芥兰,0
蒲公英,0
黄花菜,0
小青菜(1),28
双沟白菜,0
菜心(份),30
茼蒿(份),46
小青菜(2),52
云南油麦菜(份),1
菠菜(份),12
上海青(份),17
云南生菜(份),6
枝江红菜苔(份),40
洪山菜苔,61
襄甜红菜苔(袋),49
紫苏(份),66
马兰头,0
竹叶菜(份),25
鱼腥草,68
春菜,71
红薯尖(份),32
蔡甸藜蒿(份),58
红橡叶,0
绿牛油,0
红珊瑚(粗叶),0
保康高山大白菜,7
苋菜(份),38
槐花,0
奶白菜(份),8
黄心菜(2),26
小青菜(份),10
小白菜(份),41
鲜粽叶(袋)(2),0
芝麻苋菜,64
鲜粽叶,0
鲜粽叶(袋)(1),27
艾蒿,72
鱼腥草(份),42
外地茼蒿(份),54
本地小毛白菜,55
黄白菜(1),56
龙牙菜,50
冰草(盒),73
洪山菜薹珍品手提袋,0
洪山菜薹莲藕拼装礼盒,0
白蒿,0
大白菜秧,67
鲜粽叶(袋)(3),44
木耳菜(份),0
