,0
大白菜,2
上海青,1
菜心,23
云南生菜,7
甜白菜,17
云南油麦菜,18
苋菜,5
菠菜,12
红薯尖,21
竹叶菜,16
黄白菜(2),15
外地茼蒿,45
小白菜,34
木耳菜,41
娃娃菜,10
黄心菜(1),26
东门口小白菜,39
南瓜尖,66
牛首油菜,19
快菜,53
奶白菜,22
蔡甸藜蒿,40
紫苏,82
茼蒿,24
本地上海青,35
萝卜叶,47
枝江红菜苔,14
牛首生菜,31
荠菜,79
四川红香椿,49
豌豆尖,56
白菜苔,32
随州泡泡青,38
丝瓜尖,81
本地黄心油菜,30
紫贝菜,78
田七,77
油菜苔,63
青菜苔,60
马齿苋,62
甘蓝叶,65
面条菜,84
薄荷叶,65
鲜粽子叶,65
黑油菜,50
冰草,76
芥菜,61
菊花油菜,71
大芥兰,71
奶白菜苗,69
芥兰,65
蒲公英,65
黄花菜,65
小青菜(1),27
双沟白菜,65
菜心(份),28
茼蒿(份),42
小青菜(2),0
云南油麦菜(份),8
菠菜(份),9
上海青(份),11
云南生菜(份),4
枝江红菜苔(份),52
洪山菜苔,64
襄甜红菜苔(袋),55
紫苏(份),70
马兰头,65
竹叶菜(份),25
鱼腥草,74
春菜,73
红薯尖(份),36
蔡甸藜蒿(份),59
红橡叶,65
绿牛油,65
红珊瑚(粗叶),65
保康高山大白菜,6
苋菜(份),37
槐花,65
奶白菜(份),3
黄心菜(2),33
小青菜(份),20
小白菜(份),46
鲜粽叶(袋)(2),80
芝麻苋菜,68
鲜粽叶,48
鲜粽叶(袋)(1),29
艾蒿,72
鱼腥草(份),43
外地茼蒿(份),54
本地小毛白菜,57
黄白菜(1),58
龙牙菜,51
冰草(盒),13
洪山菜薹珍品手提袋,83
洪山菜薹莲藕拼装礼盒,65
白蒿,65
大白菜秧,67
鲜粽叶(袋)(3),44
木耳菜(份),75
