,0
大白菜,3
上海青,6
菜心,6
云南生菜,10
甜白菜,6
云南油麦菜,13
苋菜,14
菠菜,2
红薯尖,12
竹叶菜,12
黄白菜(2),6
外地茼蒿,4
小白菜,4
木耳菜,4
娃娃菜,5
黄心菜(1),4
东门口小白菜,4
南瓜尖,4
牛首油菜,2
快菜,4
奶白菜,14
蔡甸藜蒿,4
紫苏,4
茼蒿,2
本地上海青,4
萝卜叶,4
枝江红菜苔,11
牛首生菜,4
荠菜,4
四川红香椿,4
豌豆尖,4
白菜苔,4
随州泡泡青,4
丝瓜尖,4
本地黄心油菜,4
紫贝菜,4
田七,4
油菜苔,4
青菜苔,4
马齿苋,4
甘蓝叶,4
面条菜,4
薄荷叶,4
鲜粽子叶,4
黑油菜,4
冰草,4
芥菜,4
菊花油菜,4
大芥兰,4
奶白菜苗,4
芥兰,4
蒲公英,4
黄花菜,4
小青菜(1),4
双沟白菜,4
菜心(份),0
茼蒿(份),4
小青菜(2),4
云南油麦菜(份),1
菠菜(份),9
上海青(份),0
云南生菜(份),8
枝江红菜苔(份),4
洪山菜苔,4
襄甜红菜苔(袋),4
紫苏(份),4
马兰头,4
竹叶菜(份),0
鱼腥草,4
春菜,4
红薯尖(份),4
蔡甸藜蒿(份),4
红橡叶,4
绿牛油,4
红珊瑚(粗叶),4
保康高山大白菜,7
苋菜(份),4
槐花,4
奶白菜(份),9
黄心菜(2),0
小青菜(份),0
小白菜(份),4
鲜粽叶(袋)(2),4
芝麻苋菜,4
鲜粽叶,4
鲜粽叶(袋)(1),4
艾蒿,4
鱼腥草(份),4
外地茼蒿(份),4
本地小毛白菜,4
黄白菜(1),4
龙牙菜,4
冰草(盒),4
洪山菜薹珍品手提袋,4
洪山菜薹莲藕拼装礼盒,4
白蒿,4
大白菜秧,4
鲜粽叶(袋)(3),4
木耳菜(份),4
