,0
西峡香菇(1),2
金针菇(1),7
杏鲍菇(1),15
海鲜菇(1),39
姬菇(1),31
金针菇(袋)(1),4
平菇,19
蟹味菇(2),37
白玉菇(2),33
海鲜菇(袋)(1),13
姬菇(包),25
杏鲍菇(袋),10
鲜木耳(1),43
白玉菇(袋),14
虫草花,45
双孢菇,29
西峡花菇(1),9
黑皮鸡枞菌,36
鸡枞菌,36
银耳(朵),35
绣球菌,36
虫草花(袋),8
猴头菇,36
秀珍菇,36
金针菇(袋)(3),11
蟹味菇(袋),26
牛排菇,36
海鲜菇(袋)(4),3
虫草花(盒)(2),36
活体银耳,36
白玉菇(1),47
杏鲍菇(250克),0
金针菇(袋)(2),6
蟹味菇(1),42
海鲜菇(包),17
黑牛肝菌(盒),36
赤松茸(盒),36
猪肚菇(盒),36
牛排菇(盒),44
黑皮鸡枞菌(盒),36
杏鲍菇(份),38
海鲜菇(袋)(3),12
蟹味菇(盒),40
白玉菇(盒),32
金针菇(盒),1
虫草花(份),22
姬菇(份),24
双孢菇(份),49
海鲜菇(份),16
姬菇(2),36
海鲜菇(2),46
鲜木耳(2),50
西峡香菇(2),21
西峡花菇(2),36
金针菇(2),27
杏鲍菇(2),20
绣球菌(袋),36
双孢菇(盒),5
鲜木耳(份),28
和丰阳光海鲜菇(包),34
金针菇(份),36
黑牛肝菌,36
西峡香菇(份) ,23
茶树菇(袋),41
海鲜菇(袋)(2),18
菌蔬四宝(份),48
菌菇火锅套餐(份),36
蟹味菇与白玉菇双拼(盒),30
花菇(一人份),36
鹿茸菇(盒),36
赤松茸,36
