,0
大白菜,2
上海青,4
菜心,25
云南生菜,8
甜白菜,16
云南油麦菜,17
苋菜,19
菠菜,15
红薯尖,24
竹叶菜,10
黄白菜(2),14
外地茼蒿,43
小白菜,32
木耳菜,21
娃娃菜,9
黄心菜(1),22
东门口小白菜,38
南瓜尖,1
牛首油菜,13
快菜,1
奶白菜,18
蔡甸藜蒿,40
紫苏,1
茼蒿,26
本地上海青,35
萝卜叶,1
枝江红菜苔,7
牛首生菜,33
荠菜,1
四川红香椿,1
豌豆尖,1
白菜苔,34
随州泡泡青,39
丝瓜尖,1
本地黄心油菜,31
紫贝菜,1
田七,1
油菜苔,1
青菜苔,1
马齿苋,1
甘蓝叶,1
面条菜,1
薄荷叶,1
鲜粽子叶,1
黑油菜,1
冰草,1
芥菜,1
菊花油菜,1
大芥兰,1
奶白菜苗,1
芥兰,1
蒲公英,1
黄花菜,1
小青菜(1),28
双沟白菜,1
菜心(份),20
茼蒿(份),42
小青菜(2),41
云南油麦菜(份),12
菠菜(份),6
上海青(份),29
云南生菜(份),0
枝江红菜苔(份),41
洪山菜苔,1
襄甜红菜苔(袋),1
紫苏(份),1
马兰头,1
竹叶菜(份),36
鱼腥草,1
春菜,1
红薯尖(份),23
蔡甸藜蒿(份),1
红橡叶,1
绿牛油,1
红珊瑚(粗叶),1
保康高山大白菜,5
苋菜(份),44
槐花,1
奶白菜(份),11
黄心菜(2),30
小青菜(份),3
小白菜(份),37
鲜粽叶(袋)(2),1
芝麻苋菜,1
鲜粽叶,1
鲜粽叶(袋)(1),27
艾蒿,1
鱼腥草(份),45
外地茼蒿(份),1
本地小毛白菜,1
黄白菜(1),1
龙牙菜,1
冰草(盒),1
洪山菜薹珍品手提袋,1
洪山菜薹莲藕拼装礼盒,1
白蒿,1
大白菜秧,1
鲜粽叶(袋)(3),46
木耳菜(份),1
