,0
西峡香菇(1),3
金针菇(1),8
杏鲍菇(1),11
海鲜菇(1),37
姬菇(1),32
金针菇(袋)(1),2
平菇,20
蟹味菇(2),38
白玉菇(2),34
海鲜菇(袋)(1),18
姬菇(包),22
杏鲍菇(袋),13
鲜木耳(1),41
白玉菇(袋),14
虫草花,46
双孢菇,30
西峡花菇(1),12
黑皮鸡枞菌,10
鸡枞菌,10
银耳(朵),36
绣球菌,10
虫草花(袋),4
猴头菇,10
秀珍菇,10
金针菇(袋)(3),9
蟹味菇(袋),28
牛排菇,10
海鲜菇(袋)(4),16
虫草花(盒)(2),10
活体银耳,10
白玉菇(1),44
杏鲍菇(250克),10
金针菇(袋)(2),7
蟹味菇(1),40
海鲜菇(包),17
黑牛肝菌(盒),10
赤松茸(盒),10
猪肚菇(盒),10
牛排菇(盒),45
黑皮鸡枞菌(盒),10
杏鲍菇(份),33
海鲜菇(袋)(3),15
蟹味菇(盒),39
白玉菇(盒),31
金针菇(盒),1
虫草花(份),24
姬菇(份),21
双孢菇(份),49
海鲜菇(份),23
姬菇(2),10
海鲜菇(2),43
鲜木耳(2),48
西峡香菇(2),25
西峡花菇(2),10
金针菇(2),29
杏鲍菇(2),26
绣球菌(袋),10
双孢菇(盒),5
鲜木耳(份),6
和丰阳光海鲜菇(包),35
金针菇(份),10
黑牛肝菌,10
西峡香菇(份) ,27
茶树菇(袋),42
海鲜菇(袋)(2),19
菌蔬四宝(份),47
菌菇火锅套餐(份),10
蟹味菇与白玉菇双拼(盒),0
花菇(一人份),10
鹿茸菇(盒),10
赤松茸,10
