,0
大白菜,1
上海青,12
菜心,23
云南生菜,3
甜白菜,15
云南油麦菜,9
苋菜,18
菠菜,13
红薯尖,6
竹叶菜,20
黄白菜(2),16
外地茼蒿,44
小白菜,33
木耳菜,40
娃娃菜,8
黄心菜(1),24
东门口小白菜,35
南瓜尖,64
牛首油菜,22
快菜,52
奶白菜,21
蔡甸藜蒿,42
紫苏,80
茼蒿,25
本地上海青,36
萝卜叶,48
枝江红菜苔,11
牛首生菜,32
荠菜,77
四川红香椿,50
豌豆尖,60
白菜苔,0
随州泡泡青,38
丝瓜尖,81
本地黄心油菜,31
紫贝菜,79
田七,74
油菜苔,65
青菜苔,57
马齿苋,58
甘蓝叶,94
面条菜,84
薄荷叶,87
鲜粽子叶,88
黑油菜,51
冰草,76
芥菜,61
菊花油菜,82
大芥兰,71
奶白菜苗,67
芥兰,95
蒲公英,91
黄花菜,93
小青菜(1),29
双沟白菜,86
菜心(份),30
茼蒿(份),37
小青菜(2),53
云南油麦菜(份),14
菠菜(份),5
上海青(份),10
云南生菜(份),2
枝江红菜苔(份),41
洪山菜苔,63
襄甜红菜苔(袋),55
紫苏(份),68
马兰头,92
竹叶菜(份),27
鱼腥草,75
春菜,72
红薯尖(份),34
蔡甸藜蒿(份),59
红橡叶,4
绿牛油,4
红珊瑚(粗叶),4
保康高山大白菜,7
苋菜(份),43
槐花,85
奶白菜(份),17
黄心菜(2),26
小青菜(份),19
小白菜(份),39
鲜粽叶(袋)(2),78
芝麻苋菜,66
鲜粽叶,89
鲜粽叶(袋)(1),28
艾蒿,70
鱼腥草(份),46
外地茼蒿(份),49
本地小毛白菜,54
黄白菜(1),47
龙牙菜,56
冰草(盒),69
洪山菜薹珍品手提袋,83
洪山菜薹莲藕拼装礼盒,90
白蒿,95
大白菜秧,62
鲜粽叶(袋)(3),45
木耳菜(份),73
