,0
大白菜,1
上海青,8
菜心,21
云南生菜,10
甜白菜,19
云南油麦菜,3
苋菜,25
菠菜,11
红薯尖,22
竹叶菜,14
黄白菜(2),16
外地茼蒿,18
小白菜,0
木耳菜,0
娃娃菜,5
黄心菜(1),26
东门口小白菜,18
南瓜尖,18
牛首油菜,17
快菜,18
奶白菜,23
蔡甸藜蒿,18
紫苏,18
茼蒿,20
本地上海青,18
萝卜叶,18
枝江红菜苔,12
牛首生菜,18
荠菜,18
四川红香椿,18
豌豆尖,18
白菜苔,18
随州泡泡青,18
丝瓜尖,18
本地黄心油菜,4
紫贝菜,18
田七,18
油菜苔,18
青菜苔,18
马齿苋,18
甘蓝叶,18
面条菜,18
薄荷叶,18
鲜粽子叶,18
黑油菜,18
冰草,18
芥菜,18
菊花油菜,18
大芥兰,18
奶白菜苗,18
芥兰,18
蒲公英,18
黄花菜,18
小青菜(1),30
双沟白菜,18
菜心(份),27
茼蒿(份),18
小青菜(2),18
云南油麦菜(份),15
菠菜(份),2
上海青(份),9
云南生菜(份),6
枝江红菜苔(份),18
洪山菜苔,18
襄甜红菜苔(袋),18
紫苏(份),18
马兰头,18
竹叶菜(份),28
鱼腥草,18
春菜,18
红薯尖(份),28
蔡甸藜蒿(份),18
红橡叶,18
绿牛油,18
红珊瑚(粗叶),18
保康高山大白菜,7
苋菜(份),18
槐花,18
奶白菜(份),13
黄心菜(2),27
小青菜(份),24
小白菜(份),18
鲜粽叶(袋)(2),18
芝麻苋菜,18
鲜粽叶,18
鲜粽叶(袋)(1),29
艾蒿,18
鱼腥草(份),18
外地茼蒿(份),18
本地小毛白菜,18
黄白菜(1),18
龙牙菜,18
冰草(盒),18
洪山菜薹珍品手提袋,18
洪山菜薹莲藕拼装礼盒,18
白蒿,18
大白菜秧,18
鲜粽叶(袋)(3),18
木耳菜(份),18
