,0
大白菜,1
上海青,20
菜心,19
云南生菜,9
甜白菜,16
云南油麦菜,2
苋菜,23
菠菜,26
红薯尖,14
竹叶菜,18
黄白菜(2),10
外地茼蒿,44
小白菜,7
木耳菜,38
娃娃菜,6
黄心菜(1),24
东门口小白菜,33
南瓜尖,65
牛首油菜,21
快菜,54
奶白菜,22
蔡甸藜蒿,40
紫苏,51
茼蒿,15
本地上海青,37
萝卜叶,48
枝江红菜苔,11
牛首生菜,32
荠菜,51
四川红香椿,47
豌豆尖,58
白菜苔,35
随州泡泡青,36
丝瓜尖,51
本地黄心油菜,30
紫贝菜,51
田七,51
油菜苔,63
青菜苔,60
马齿苋,62
甘蓝叶,51
面条菜,51
薄荷叶,51
鲜粽子叶,51
黑油菜,50
冰草,51
芥菜,59
菊花油菜,71
大芥兰,71
奶白菜苗,67
芥兰,51
蒲公英,51
黄花菜,51
小青菜(1),29
双沟白菜,51
菜心(份),8
茼蒿(份),41
小青菜(2),53
云南油麦菜(份),12
菠菜(份),4
上海青(份),28
云南生菜(份),3
枝江红菜苔(份),42
洪山菜苔,64
襄甜红菜苔(袋),56
紫苏(份),68
马兰头,51
竹叶菜(份),25
鱼腥草,0
春菜,0
红薯尖(份),34
蔡甸藜蒿(份),61
红橡叶,51
绿牛油,51
红珊瑚(粗叶),51
保康高山大白菜,5
苋菜(份),39
槐花,51
奶白菜(份),13
黄心菜(2),31
小青菜(份),17
小白菜(份),46
鲜粽叶(袋)(2),51
芝麻苋菜,66
鲜粽叶,51
鲜粽叶(袋)(1),27
艾蒿,70
鱼腥草(份),43
外地茼蒿(份),49
本地小毛白菜,55
黄白菜(1),57
龙牙菜,52
冰草(盒),72
洪山菜薹珍品手提袋,51
洪山菜薹莲藕拼装礼盒,51
白蒿,51
大白菜秧,69
鲜粽叶(袋)(3),45
木耳菜(份),51
