,0
大白菜,2
上海青,3
菜心,24
云南生菜,7
甜白菜,15
云南油麦菜,18
苋菜,9
菠菜,21
红薯尖,16
竹叶菜,23
黄白菜(2),13
外地茼蒿,11
小白菜,34
木耳菜,37
娃娃菜,4
黄心菜(1),28
东门口小白菜,1
南瓜尖,11
牛首油菜,17
快菜,11
奶白菜,20
蔡甸藜蒿,11
紫苏,11
茼蒿,25
本地上海青,36
萝卜叶,11
枝江红菜苔,10
牛首生菜,33
荠菜,11
四川红香椿,11
豌豆尖,11
白菜苔,35
随州泡泡青,11
丝瓜尖,11
本地黄心油菜,32
紫贝菜,11
田七,11
油菜苔,11
青菜苔,11
马齿苋,11
甘蓝叶,11
面条菜,11
薄荷叶,11
鲜粽子叶,11
黑油菜,11
冰草,11
芥菜,11
菊花油菜,11
大芥兰,11
奶白菜苗,11
芥兰,11
蒲公英,11
黄花菜,11
小青菜(1),26
双沟白菜,11
菜心(份),31
茼蒿(份),11
小青菜(2),11
云南油麦菜(份),0
菠菜(份),14
上海青(份),8
云南生菜(份),12
枝江红菜苔(份),11
洪山菜苔,11
襄甜红菜苔(袋),11
紫苏(份),11
马兰头,11
竹叶菜(份),22
鱼腥草,11
春菜,11
红薯尖(份),30
蔡甸藜蒿(份),11
红橡叶,11
绿牛油,11
红珊瑚(粗叶),11
保康高山大白菜,6
苋菜(份),30
槐花,11
奶白菜(份),5
黄心菜(2),27
小青菜(份),19
小白菜(份),30
鲜粽叶(袋)(2),11
芝麻苋菜,11
鲜粽叶,11
鲜粽叶(袋)(1),29
艾蒿,11
鱼腥草(份),11
外地茼蒿(份),11
本地小毛白菜,11
黄白菜(1),11
龙牙菜,11
冰草(盒),11
洪山菜薹珍品手提袋,11
洪山菜薹莲藕拼装礼盒,11
白蒿,11
大白菜秧,11
鲜粽叶(袋)(3),11
木耳菜(份),11
