,0
大白菜,2
上海青,19
菜心,3
云南生菜,6
甜白菜,15
云南油麦菜,11
苋菜,14
菠菜,8
红薯尖,26
竹叶菜,16
黄白菜(2),12
外地茼蒿,1
小白菜,36
木耳菜,40
娃娃菜,5
黄心菜(1),24
东门口小白菜,38
南瓜尖,1
牛首油菜,21
快菜,1
奶白菜,25
蔡甸藜蒿,41
紫苏,1
茼蒿,20
本地上海青,34
萝卜叶,1
枝江红菜苔,18
牛首生菜,29
荠菜,1
四川红香椿,1
豌豆尖,1
白菜苔,35
随州泡泡青,32
丝瓜尖,1
本地黄心油菜,28
紫贝菜,1
田七,1
油菜苔,1
青菜苔,1
马齿苋,1
甘蓝叶,1
面条菜,1
薄荷叶,1
鲜粽子叶,1
黑油菜,1
冰草,1
芥菜,1
菊花油菜,1
大芥兰,1
奶白菜苗,1
芥兰,1
蒲公英,1
黄花菜,1
小青菜(1),23
双沟白菜,1
菜心(份),31
茼蒿(份),37
小青菜(2),37
云南油麦菜(份),4
菠菜(份),7
上海青(份),9
云南生菜(份),10
枝江红菜苔(份),37
洪山菜苔,1
襄甜红菜苔(袋),1
紫苏(份),1
马兰头,1
竹叶菜(份),22
鱼腥草,1
春菜,1
红薯尖(份),33
蔡甸藜蒿(份),1
红橡叶,1
绿牛油,1
红珊瑚(粗叶),1
保康高山大白菜,0
苋菜(份),39
槐花,1
奶白菜(份),13
黄心菜(2),30
小青菜(份),17
小白菜(份),39
鲜粽叶(袋)(2),1
芝麻苋菜,1
鲜粽叶,1
鲜粽叶(袋)(1),27
艾蒿,1
鱼腥草(份),42
外地茼蒿(份),1
本地小毛白菜,1
黄白菜(1),1
龙牙菜,1
冰草(盒),1
洪山菜薹珍品手提袋,1
洪山菜薹莲藕拼装礼盒,1
白蒿,1
大白菜秧,1
鲜粽叶(袋)(3),1
木耳菜(份),1
