,0
大白菜,3
上海青,21
菜心,7
云南生菜,2
甜白菜,16
云南油麦菜,6
苋菜,18
菠菜,22
红薯尖,15
竹叶菜,20
黄白菜(2),13
外地茼蒿,44
小白菜,34
木耳菜,30
娃娃菜,5
黄心菜(1),19
东门口小白菜,33
南瓜尖,1
牛首油菜,24
快菜,53
奶白菜,26
蔡甸藜蒿,42
紫苏,55
茼蒿,11
本地上海青,38
萝卜叶,47
枝江红菜苔,14
牛首生菜,32
荠菜,55
四川红香椿,49
豌豆尖,57
白菜苔,36
随州泡泡青,37
丝瓜尖,55
本地黄心油菜,31
紫贝菜,55
田七,55
油菜苔,55
青菜苔,60
马齿苋,62
甘蓝叶,55
面条菜,55
薄荷叶,55
鲜粽子叶,55
黑油菜,50
冰草,1
芥菜,61
菊花油菜,55
大芥兰,55
奶白菜苗,55
芥兰,55
蒲公英,55
黄花菜,55
小青菜(1),28
双沟白菜,55
菜心(份),27
茼蒿(份),41
小青菜(2),39
云南油麦菜(份),4
菠菜(份),12
上海青(份),17
云南生菜(份),8
枝江红菜苔(份),48
洪山菜苔,63
襄甜红菜苔(袋),52
紫苏(份),55
马兰头,55
竹叶菜(份),35
鱼腥草,55
春菜,55
红薯尖(份),25
蔡甸藜蒿(份),56
红橡叶,55
绿牛油,55
红珊瑚(粗叶),55
保康高山大白菜,10
苋菜(份),40
槐花,55
奶白菜(份),9
黄心菜(2),29
小青菜(份),0
小白菜(份),43
鲜粽叶(袋)(2),55
芝麻苋菜,55
鲜粽叶,55
鲜粽叶(袋)(1),23
艾蒿,55
鱼腥草(份),45
外地茼蒿(份),54
本地小毛白菜,58
黄白菜(1),59
龙牙菜,51
冰草(盒),55
洪山菜薹珍品手提袋,55
洪山菜薹莲藕拼装礼盒,55
白蒿,55
大白菜秧,55
鲜粽叶(袋)(3),46
木耳菜(份),55
