,0
大白菜,1
上海青,12
菜心,17
云南生菜,3
甜白菜,20
云南油麦菜,9
苋菜,22
菠菜,23
红薯尖,8
竹叶菜,18
黄白菜(2),15
外地茼蒿,47
小白菜,38
木耳菜,35
娃娃菜,6
黄心菜(1),27
东门口小白菜,41
南瓜尖,21
牛首油菜,25
快菜,21
奶白菜,13
蔡甸藜蒿,40
紫苏,21
茼蒿,16
本地上海青,37
萝卜叶,49
枝江红菜苔,10
牛首生菜,33
荠菜,21
四川红香椿,48
豌豆尖,21
白菜苔,34
随州泡泡青,42
丝瓜尖,21
本地黄心油菜,32
紫贝菜,21
田七,21
油菜苔,21
青菜苔,21
马齿苋,21
甘蓝叶,21
面条菜,21
薄荷叶,21
鲜粽子叶,21
黑油菜,50
冰草,21
芥菜,21
菊花油菜,21
大芥兰,21
奶白菜苗,21
芥兰,21
蒲公英,21
黄花菜,21
小青菜(1),26
双沟白菜,21
菜心(份),28
茼蒿(份),39
小青菜(2),43
云南油麦菜(份),11
菠菜(份),4
上海青(份),5
云南生菜(份),2
枝江红菜苔(份),43
洪山菜苔,21
襄甜红菜苔(袋),21
紫苏(份),21
马兰头,21
竹叶菜(份),36
鱼腥草,21
春菜,21
红薯尖(份),30
蔡甸藜蒿(份),21
红橡叶,21
绿牛油,21
红珊瑚(粗叶),21
保康高山大白菜,7
苋菜(份),24
槐花,21
奶白菜(份),14
黄心菜(2),31
小青菜(份),19
小白菜(份),45
鲜粽叶(袋)(2),21
芝麻苋菜,21
鲜粽叶,21
鲜粽叶(袋)(1),29
艾蒿,21
鱼腥草(份),46
外地茼蒿(份),21
本地小毛白菜,21
黄白菜(1),0
龙牙菜,0
冰草(盒),21
洪山菜薹珍品手提袋,21
洪山菜薹莲藕拼装礼盒,21
白蒿,21
大白菜秧,21
鲜粽叶(袋)(3),44
木耳菜(份),21
