,0
大白菜,1
上海青,21
菜心,3
云南生菜,6
甜白菜,17
云南油麦菜,8
苋菜,20
菠菜,19
红薯尖,13
竹叶菜,22
黄白菜(2),15
外地茼蒿,47
小白菜,31
木耳菜,39
娃娃菜,5
黄心菜(1),24
东门口小白菜,35
南瓜尖,63
牛首油菜,16
快菜,55
奶白菜,18
蔡甸藜蒿,40
紫苏,81
茼蒿,23
本地上海青,36
萝卜叶,45
枝江红菜苔,10
牛首生菜,30
荠菜,77
四川红香椿,49
豌豆尖,58
白菜苔,32
随州泡泡青,38
丝瓜尖,82
本地黄心油菜,29
紫贝菜,80
田七,78
油菜苔,64
青菜苔,59
马齿苋,61
甘蓝叶,65
面条菜,86
薄荷叶,65
鲜粽子叶,84
黑油菜,50
冰草,75
芥菜,60
菊花油菜,70
大芥兰,83
奶白菜苗,68
芥兰,65
蒲公英,65
黄花菜,65
小青菜(1),28
双沟白菜,0
菜心(份),14
茼蒿(份),41
小青菜(2),52
云南油麦菜(份),7
菠菜(份),2
上海青(份),27
云南生菜(份),9
枝江红菜苔(份),42
洪山菜苔,62
襄甜红菜苔(袋),51
紫苏(份),69
马兰头,65
竹叶菜(份),25
鱼腥草,73
春菜,72
红薯尖(份),34
蔡甸藜蒿(份),57
红橡叶,65
绿牛油,65
红珊瑚(粗叶),65
保康高山大白菜,4
苋菜(份),37
槐花,87
奶白菜(份),11
黄心菜(2),33
小青菜(份),12
小白菜(份),43
鲜粽叶(袋)(2),79
芝麻苋菜,67
鲜粽叶,88
鲜粽叶(袋)(1),26
艾蒿,76
鱼腥草(份),44
外地茼蒿(份),53
本地小毛白菜,54
黄白菜(1),46
龙牙菜,56
冰草(盒),71
洪山菜薹珍品手提袋,85
洪山菜薹莲藕拼装礼盒,65
白蒿,65
大白菜秧,66
鲜粽叶(袋)(3),48
木耳菜(份),74
