,0
大白菜,1
上海青,9
菜心,9
云南生菜,4
甜白菜,15
云南油麦菜,11
苋菜,12
菠菜,0
红薯尖,6
竹叶菜,6
黄白菜(2),8
外地茼蒿,17
小白菜,17
木耳菜,17
娃娃菜,5
黄心菜(1),0
东门口小白菜,17
南瓜尖,17
牛首油菜,0
快菜,17
奶白菜,12
蔡甸藜蒿,17
紫苏,17
茼蒿,0
本地上海青,17
萝卜叶,17
枝江红菜苔,14
牛首生菜,17
荠菜,17
四川红香椿,17
豌豆尖,17
白菜苔,17
随州泡泡青,17
丝瓜尖,17
本地黄心油菜,17
紫贝菜,17
田七,17
油菜苔,17
青菜苔,17
马齿苋,17
甘蓝叶,17
面条菜,17
薄荷叶,17
鲜粽子叶,17
黑油菜,17
冰草,17
芥菜,17
菊花油菜,17
大芥兰,17
奶白菜苗,17
芥兰,17
蒲公英,17
黄花菜,17
小青菜(1),17
双沟白菜,17
菜心(份),16
茼蒿(份),17
小青菜(2),17
云南油麦菜(份),3
菠菜(份),7
上海青(份),16
云南生菜(份),10
枝江红菜苔(份),17
洪山菜苔,17
襄甜红菜苔(袋),17
紫苏(份),17
马兰头,17
竹叶菜(份),17
鱼腥草,17
春菜,17
红薯尖(份),17
蔡甸藜蒿(份),17
红橡叶,17
绿牛油,17
红珊瑚(粗叶),17
保康高山大白菜,2
苋菜(份),17
槐花,17
奶白菜(份),18
黄心菜(2),16
小青菜(份),13
小白菜(份),17
鲜粽叶(袋)(2),17
芝麻苋菜,17
鲜粽叶,17
鲜粽叶(袋)(1),17
艾蒿,17
鱼腥草(份),17
外地茼蒿(份),17
本地小毛白菜,17
黄白菜(1),17
龙牙菜,17
冰草(盒),17
洪山菜薹珍品手提袋,17
洪山菜薹莲藕拼装礼盒,17
白蒿,17
大白菜秧,17
鲜粽叶(袋)(3),17
木耳菜(份),17
