,0
西峡香菇(1),2
金针菇(1),9
杏鲍菇(1),14
海鲜菇(1),39
姬菇(1),31
金针菇(袋)(1),4
平菇,3
蟹味菇(2),37
白玉菇(2),33
海鲜菇(袋)(1),18
姬菇(包),23
杏鲍菇(袋),12
鲜木耳(1),40
白玉菇(袋),10
虫草花,48
双孢菇,30
西峡花菇(1),6
黑皮鸡枞菌,0
鸡枞菌,0
银耳(朵),34
绣球菌,56
虫草花(袋),17
猴头菇,0
秀珍菇,52
金针菇(袋)(3),8
蟹味菇(袋),24
牛排菇,58
海鲜菇(袋)(4),13
虫草花(盒)(2),0
活体银耳,0
白玉菇(1),44
杏鲍菇(250克),51
金针菇(袋)(2),7
蟹味菇(1),38
海鲜菇(包),16
黑牛肝菌(盒),54
赤松茸(盒),54
猪肚菇(盒),54
牛排菇(盒),45
黑皮鸡枞菌(盒),57
杏鲍菇(份),36
海鲜菇(袋)(3),11
蟹味菇(盒),41
白玉菇(盒),32
金针菇(盒),1
虫草花(份),22
姬菇(份),21
双孢菇(份),47
海鲜菇(份),20
姬菇(2),55
海鲜菇(2),43
鲜木耳(2),49
西峡香菇(2),25
西峡花菇(2),53
金针菇(2),28
杏鲍菇(2),15
绣球菌(袋),0
双孢菇(盒),5
鲜木耳(份),27
和丰阳光海鲜菇(包),35
金针菇(份),0
黑牛肝菌,0
西峡香菇(份) ,26
茶树菇(袋),42
海鲜菇(袋)(2),19
菌蔬四宝(份),46
菌菇火锅套餐(份),50
蟹味菇与白玉菇双拼(盒),29
花菇(一人份),0
鹿茸菇(盒),0
赤松茸,0
