,0
大白菜,1
上海青,3
菜心,21
云南生菜,8
甜白菜,14
云南油麦菜,19
苋菜,9
菠菜,23
红薯尖,20
竹叶菜,15
黄白菜(2),17
外地茼蒿,45
小白菜,33
木耳菜,38
娃娃菜,4
黄心菜(1),27
东门口小白菜,36
南瓜尖,5
牛首油菜,22
快菜,53
奶白菜,25
蔡甸藜蒿,0
紫苏,5
茼蒿,16
本地上海青,39
萝卜叶,47
枝江红菜苔,12
牛首生菜,32
荠菜,5
四川红香椿,48
豌豆尖,5
白菜苔,34
随州泡泡青,41
丝瓜尖,5
本地黄心油菜,31
紫贝菜,5
田七,5
油菜苔,5
青菜苔,5
马齿苋,5
甘蓝叶,5
面条菜,5
薄荷叶,5
鲜粽子叶,5
黑油菜,50
冰草,5
芥菜,5
菊花油菜,5
大芥兰,5
奶白菜苗,5
芥兰,5
蒲公英,5
黄花菜,5
小青菜(1),29
双沟白菜,5
菜心(份),30
茼蒿(份),43
小青菜(2),51
云南油麦菜(份),2
菠菜(份),13
上海青(份),26
云南生菜(份),7
枝江红菜苔(份),40
洪山菜苔,5
襄甜红菜苔(袋),54
紫苏(份),5
马兰头,5
竹叶菜(份),35
鱼腥草,5
春菜,5
红薯尖(份),24
蔡甸藜蒿(份),5
红橡叶,5
绿牛油,5
红珊瑚(粗叶),5
保康高山大白菜,11
苋菜(份),46
槐花,5
奶白菜(份),10
黄心菜(2),18
小青菜(份),6
小白菜(份),37
鲜粽叶(袋)(2),5
芝麻苋菜,5
鲜粽叶,5
鲜粽叶(袋)(1),28
艾蒿,5
鱼腥草(份),42
外地茼蒿(份),52
本地小毛白菜,5
黄白菜(1),49
龙牙菜,49
冰草(盒),5
洪山菜薹珍品手提袋,5
洪山菜薹莲藕拼装礼盒,5
白蒿,5
大白菜秧,5
鲜粽叶(袋)(3),44
木耳菜(份),5
