,0
西峡香菇(1),3
金针菇(1),5
杏鲍菇(1),11
海鲜菇(1),36
姬菇(1),34
金针菇(袋)(1),2
平菇,19
蟹味菇(2),39
白玉菇(2),33
海鲜菇(袋)(1),17
姬菇(包),25
杏鲍菇(袋),12
鲜木耳(1),41
白玉菇(袋),16
虫草花,0
双孢菇,29
西峡花菇(1),9
黑皮鸡枞菌,0
鸡枞菌,0
银耳(朵),35
绣球菌,0
虫草花(袋),7
猴头菇,0
秀珍菇,0
金针菇(袋)(3),8
蟹味菇(袋),27
牛排菇,0
海鲜菇(袋)(4),14
虫草花(盒)(2),0
活体银耳,0
白玉菇(1),44
杏鲍菇(250克),0
金针菇(袋)(2),6
蟹味菇(1),40
海鲜菇(包),13
黑牛肝菌(盒),0
赤松茸(盒),0
猪肚菇(盒),0
牛排菇(盒),45
黑皮鸡枞菌(盒),0
杏鲍菇(份),37
海鲜菇(袋)(3),10
蟹味菇(盒),38
白玉菇(盒),30
金针菇(盒),1
虫草花(份),22
姬菇(份),23
双孢菇(份),0
海鲜菇(份),15
姬菇(2),0
海鲜菇(2),42
鲜木耳(2),42
西峡香菇(2),24
西峡花菇(2),0
金针菇(2),28
杏鲍菇(2),21
绣球菌(袋),0
双孢菇(盒),4
鲜木耳(份),20
和丰阳光海鲜菇(包),32
金针菇(份),0
黑牛肝菌,0
西峡香菇(份) ,26
茶树菇(袋),43
海鲜菇(袋)(2),18
菌蔬四宝(份),0
菌菇火锅套餐(份),0
蟹味菇与白玉菇双拼(盒),31
花菇(一人份),0
鹿茸菇(盒),0
赤松茸,0
