,0
西峡香菇(1),2
金针菇(1),7
杏鲍菇(1),19
海鲜菇(1),36
姬菇(1),33
金针菇(袋)(1),3
平菇,5
蟹味菇(2),38
白玉菇(2),31
海鲜菇(袋)(1),18
姬菇(包),6
杏鲍菇(袋),10
鲜木耳(1),41
白玉菇(袋),16
虫草花,0
双孢菇,29
西峡花菇(1),12
黑皮鸡枞菌,0
鸡枞菌,0
银耳(朵),35
绣球菌,0
虫草花(袋),21
猴头菇,0
秀珍菇,0
金针菇(袋)(3),9
蟹味菇(袋),28
牛排菇,0
海鲜菇(袋)(4),11
虫草花(盒)(2),0
活体银耳,0
白玉菇(1),0
杏鲍菇(250克),0
金针菇(袋)(2),8
蟹味菇(1),40
海鲜菇(包),13
黑牛肝菌(盒),0
赤松茸(盒),0
猪肚菇(盒),0
牛排菇(盒),0
黑皮鸡枞菌(盒),0
杏鲍菇(份),37
海鲜菇(袋)(3),15
蟹味菇(盒),39
白玉菇(盒),32
金针菇(盒),1
虫草花(份),17
姬菇(份),23
双孢菇(份),0
海鲜菇(份),14
姬菇(2),0
海鲜菇(2),0
鲜木耳(2),0
西峡香菇(2),25
西峡花菇(2),0
金针菇(2),27
杏鲍菇(2),26
绣球菌(袋),0
双孢菇(盒),4
鲜木耳(份),22
和丰阳光海鲜菇(包),34
金针菇(份),0
黑牛肝菌,0
西峡香菇(份) ,24
茶树菇(袋),42
海鲜菇(袋)(2),20
菌蔬四宝(份),0
菌菇火锅套餐(份),0
蟹味菇与白玉菇双拼(盒),30
花菇(一人份),0
鹿茸菇(盒),0
赤松茸,0
