,0
西峡香菇(1),2
金针菇(1),7
杏鲍菇(1),14
海鲜菇(1),33
姬菇(1),38
金针菇(袋)(1),4
平菇,11
蟹味菇(2),39
白玉菇(2),30
海鲜菇(袋)(1),19
姬菇(包),23
杏鲍菇(袋),12
鲜木耳(1),40
白玉菇(袋),3
虫草花,51
双孢菇,29
西峡花菇(1),9
黑皮鸡枞菌,34
鸡枞菌,34
银耳(朵),36
绣球菌,34
虫草花(袋),21
猴头菇,34
秀珍菇,34
金针菇(袋)(3),8
蟹味菇(袋),26
牛排菇,34
海鲜菇(袋)(4),10
虫草花(盒)(2),34
活体银耳,34
白玉菇(1),45
杏鲍菇(250克),0
金针菇(袋)(2),5
蟹味菇(1),42
海鲜菇(包),15
黑牛肝菌(盒),34
赤松茸(盒),34
猪肚菇(盒),34
牛排菇(盒),47
黑皮鸡枞菌(盒),34
杏鲍菇(份),35
海鲜菇(袋)(3),13
蟹味菇(盒),41
白玉菇(盒),31
金针菇(盒),1
虫草花(份),20
姬菇(份),22
双孢菇(份),46
海鲜菇(份),18
姬菇(2),34
海鲜菇(2),44
鲜木耳(2),49
西峡香菇(2),24
西峡花菇(2),34
金针菇(2),27
杏鲍菇(2),16
绣球菌(袋),34
双孢菇(盒),6
鲜木耳(份),28
和丰阳光海鲜菇(包),37
金针菇(份),34
黑牛肝菌,34
西峡香菇(份) ,25
茶树菇(袋),43
海鲜菇(袋)(2),17
菌蔬四宝(份),48
菌菇火锅套餐(份),50
蟹味菇与白玉菇双拼(盒),32
花菇(一人份),34
鹿茸菇(盒),34
赤松茸,34
