,0
大白菜,3
上海青,16
菜心,9
云南生菜,2
甜白菜,17
云南油麦菜,12
苋菜,7
菠菜,15
红薯尖,20
竹叶菜,18
黄白菜(2),13
外地茼蒿,1
小白菜,36
木耳菜,34
娃娃菜,5
黄心菜(1),23
东门口小白菜,30
南瓜尖,1
牛首油菜,24
快菜,1
奶白菜,21
蔡甸藜蒿,1
紫苏,1
茼蒿,22
本地上海青,39
萝卜叶,1
枝江红菜苔,10
牛首生菜,35
荠菜,1
四川红香椿,1
豌豆尖,1
白菜苔,33
随州泡泡青,38
丝瓜尖,1
本地黄心油菜,27
紫贝菜,1
田七,1
油菜苔,1
青菜苔,1
马齿苋,1
甘蓝叶,1
面条菜,1
薄荷叶,1
鲜粽子叶,1
黑油菜,1
冰草,1
芥菜,1
菊花油菜,1
大芥兰,1
奶白菜苗,1
芥兰,1
蒲公英,1
黄花菜,1
小青菜(1),26
双沟白菜,1
菜心(份),31
茼蒿(份),1
小青菜(2),1
云南油麦菜(份),14
菠菜(份),4
上海青(份),19
云南生菜(份),0
枝江红菜苔(份),1
洪山菜苔,1
襄甜红菜苔(袋),1
紫苏(份),1
马兰头,1
竹叶菜(份),37
鱼腥草,1
春菜,1
红薯尖(份),25
蔡甸藜蒿(份),1
红橡叶,1
绿牛油,1
红珊瑚(粗叶),1
保康高山大白菜,8
苋菜(份),32
槐花,1
奶白菜(份),11
黄心菜(2),28
小青菜(份),6
小白菜(份),32
鲜粽叶(袋)(2),1
芝麻苋菜,1
鲜粽叶,1
鲜粽叶(袋)(1),29
艾蒿,1
鱼腥草(份),1
外地茼蒿(份),1
本地小毛白菜,1
黄白菜(1),1
龙牙菜,1
冰草(盒),1
洪山菜薹珍品手提袋,1
洪山菜薹莲藕拼装礼盒,1
白蒿,1
大白菜秧,1
鲜粽叶(袋)(3),1
木耳菜(份),1
