,0
大白菜,1
上海青,22
菜心,13
云南生菜,2
甜白菜,17
云南油麦菜,10
苋菜,21
菠菜,24
红薯尖,5
竹叶菜,14
黄白菜(2),15
外地茼蒿,45
小白菜,33
木耳菜,35
娃娃菜,7
黄心菜(1),20
东门口小白菜,36
南瓜尖,0
牛首油菜,23
快菜,51
奶白菜,19
蔡甸藜蒿,43
紫苏,0
茼蒿,16
本地上海青,34
萝卜叶,47
枝江红菜苔,11
牛首生菜,32
荠菜,0
四川红香椿,50
豌豆尖,0
白菜苔,31
随州泡泡青,37
丝瓜尖,0
本地黄心油菜,28
紫贝菜,0
田七,0
油菜苔,0
青菜苔,0
马齿苋,0
甘蓝叶,0
面条菜,0
薄荷叶,0
鲜粽子叶,0
黑油菜,53
冰草,0
芥菜,0
菊花油菜,0
大芥兰,0
奶白菜苗,0
芥兰,0
蒲公英,0
黄花菜,0
小青菜(1),29
双沟白菜,0
菜心(份),18
茼蒿(份),40
小青菜(2),52
云南油麦菜(份),8
菠菜(份),9
上海青(份),25
云南生菜(份),4
枝江红菜苔(份),41
洪山菜苔,0
襄甜红菜苔(袋),0
紫苏(份),0
马兰头,0
竹叶菜(份),38
鱼腥草,0
春菜,0
红薯尖(份),26
蔡甸藜蒿(份),0
红橡叶,0
绿牛油,0
红珊瑚(粗叶),0
保康高山大白菜,6
苋菜(份),39
槐花,0
奶白菜(份),12
黄心菜(2),30
小青菜(份),3
小白菜(份),42
鲜粽叶(袋)(2),0
芝麻苋菜,0
鲜粽叶,0
鲜粽叶(袋)(1),27
艾蒿,0
鱼腥草(份),44
外地茼蒿(份),48
本地小毛白菜,0
黄白菜(1),49
龙牙菜,49
冰草(盒),0
洪山菜薹珍品手提袋,0
洪山菜薹莲藕拼装礼盒,0
白蒿,0
大白菜秧,0
鲜粽叶(袋)(3),46
木耳菜(份),0
