,0
西峡香菇(1),3
金针菇(1),0
杏鲍菇(1),0
海鲜菇(1),2
姬菇(1),2
金针菇(袋)(1),4
平菇,0
蟹味菇(2),2
白玉菇(2),2
海鲜菇(袋)(1),2
姬菇(包),2
杏鲍菇(袋),2
鲜木耳(1),2
白玉菇(袋),0
虫草花,2
双孢菇,2
西峡花菇(1),0
黑皮鸡枞菌,2
鸡枞菌,2
银耳(朵),2
绣球菌,2
虫草花(袋),0
猴头菇,2
秀珍菇,2
金针菇(袋)(3),0
蟹味菇(袋),2
牛排菇,2
海鲜菇(袋)(4),0
虫草花(盒)(2),2
活体银耳,2
白玉菇(1),2
杏鲍菇(250克),2
金针菇(袋)(2),2
蟹味菇(1),2
海鲜菇(包),2
黑牛肝菌(盒),2
赤松茸(盒),2
猪肚菇(盒),2
牛排菇(盒),2
黑皮鸡枞菌(盒),2
杏鲍菇(份),2
海鲜菇(袋)(3),2
蟹味菇(盒),2
白玉菇(盒),2
金针菇(盒),1
虫草花(份),2
姬菇(份),2
双孢菇(份),2
海鲜菇(份),2
姬菇(2),2
海鲜菇(2),2
鲜木耳(2),2
西峡香菇(2),2
西峡花菇(2),2
金针菇(2),2
杏鲍菇(2),2
绣球菌(袋),2
双孢菇(盒),2
鲜木耳(份),2
和丰阳光海鲜菇(包),2
金针菇(份),2
黑牛肝菌,2
西峡香菇(份) ,2
茶树菇(袋),2
海鲜菇(袋)(2),2
菌蔬四宝(份),2
菌菇火锅套餐(份),2
蟹味菇与白玉菇双拼(盒),2
花菇(一人份),2
鹿茸菇(盒),2
赤松茸,2
