,0
大白菜,1
上海青,21
菜心,5
云南生菜,10
甜白菜,18
云南油麦菜,3
苋菜,12
菠菜,19
红薯尖,15
竹叶菜,20
黄白菜(2),17
外地茼蒿,44
小白菜,32
木耳菜,35
娃娃菜,7
黄心菜(1),23
东门口小白菜,34
南瓜尖,65
牛首油菜,14
快菜,53
奶白菜,22
蔡甸藜蒿,41
紫苏,80
茼蒿,24
本地上海青,37
萝卜叶,49
枝江红菜苔,11
牛首生菜,29
荠菜,76
四川红香椿,47
豌豆尖,60
白菜苔,33
随州泡泡青,39
丝瓜尖,81
本地黄心油菜,31
紫贝菜,79
田七,77
油菜苔,63
青菜苔,58
马齿苋,62
甘蓝叶,52
面条菜,84
薄荷叶,52
鲜粽子叶,86
黑油菜,48
冰草,75
芥菜,61
菊花油菜,82
大芥兰,67
奶白菜苗,70
芥兰,52
蒲公英,52
黄花菜,52
小青菜(1),27
双沟白菜,52
菜心(份),26
茼蒿(份),42
小青菜(2),51
云南油麦菜(份),8
菠菜(份),13
上海青(份),16
云南生菜(份),2
枝江红菜苔(份),40
洪山菜苔,64
襄甜红菜苔(袋),55
紫苏(份),71
马兰头,52
竹叶菜(份),25
鱼腥草,0
春菜,72
红薯尖(份),38
蔡甸藜蒿(份),59
红橡叶,52
绿牛油,52
红珊瑚(粗叶),52
保康高山大白菜,6
苋菜(份),45
槐花,85
奶白菜(份),9
黄心菜(2),30
小青菜(份),4
小白菜(份),36
鲜粽叶(袋)(2),78
芝麻苋菜,68
鲜粽叶,52
鲜粽叶(袋)(1),28
艾蒿,74
鱼腥草(份),43
外地茼蒿(份),54
本地小毛白菜,56
黄白菜(1),50
龙牙菜,57
冰草(盒),69
洪山菜薹珍品手提袋,83
洪山菜薹莲藕拼装礼盒,52
白蒿,52
大白菜秧,66
鲜粽叶(袋)(3),46
木耳菜(份),73
