,0
大白菜,1
上海青,4
菜心,15
云南生菜,6
甜白菜,18
云南油麦菜,17
苋菜,9
菠菜,14
红薯尖,21
竹叶菜,23
黄白菜(2),13
外地茼蒿,47
小白菜,33
木耳菜,31
娃娃菜,5
黄心菜(1),24
东门口小白菜,35
南瓜尖,64
牛首油菜,20
快菜,53
奶白菜,22
蔡甸藜蒿,44
紫苏,75
茼蒿,27
本地上海青,38
萝卜叶,46
枝江红菜苔,11
牛首生菜,36
荠菜,78
四川红香椿,0
豌豆尖,57
白菜苔,37
随州泡泡青,39
丝瓜尖,80
本地黄心油菜,29
紫贝菜,79
田七,77
油菜苔,63
青菜苔,60
马齿苋,62
甘蓝叶,16
面条菜,83
薄荷叶,89
鲜粽子叶,86
黑油菜,49
冰草,76
芥菜,61
菊花油菜,69
大芥兰,82
奶白菜苗,65
芥兰,16
蒲公英,16
黄花菜,16
小青菜(1),30
双沟白菜,87
菜心(份),10
茼蒿(份),40
小青菜(2),54
云南油麦菜(份),3
菠菜(份),8
上海青(份),28
云南生菜(份),7
枝江红菜苔(份),45
洪山菜苔,58
襄甜红菜苔(袋),55
紫苏(份),68
马兰头,16
竹叶菜(份),34
鱼腥草,73
春菜,70
红薯尖(份),25
蔡甸藜蒿(份),52
红橡叶,16
绿牛油,16
红珊瑚(粗叶),16
保康高山大白菜,2
苋菜(份),43
槐花,85
奶白菜(份),12
黄心菜(2),32
小青菜(份),19
小白菜(份),41
鲜粽叶(袋)(2),81
芝麻苋菜,67
鲜粽叶,88
鲜粽叶(袋)(1),26
艾蒿,72
鱼腥草(份),42
外地茼蒿(份),51
本地小毛白菜,56
黄白菜(1),50
龙牙菜,59
冰草(盒),71
洪山菜薹珍品手提袋,84
洪山菜薹莲藕拼装礼盒,90
白蒿,16
大白菜秧,66
鲜粽叶(袋)(3),48
木耳菜(份),74
