,0
西峡香菇(1),2
金针菇(1),7
杏鲍菇(1),16
海鲜菇(1),4
姬菇(1),4
金针菇(袋)(1),5
平菇,22
蟹味菇(2),4
白玉菇(2),4
海鲜菇(袋)(1),18
姬菇(包),4
杏鲍菇(袋),12
鲜木耳(1),4
白玉菇(袋),13
虫草花,4
双孢菇,4
西峡花菇(1),6
黑皮鸡枞菌,4
鸡枞菌,4
银耳(朵),4
绣球菌,4
虫草花(袋),10
猴头菇,4
秀珍菇,4
金针菇(袋)(3),11
蟹味菇(袋),4
牛排菇,4
海鲜菇(袋)(4),3
虫草花(盒)(2),4
活体银耳,4
白玉菇(1),4
杏鲍菇(250克),4
金针菇(袋)(2),9
蟹味菇(1),4
海鲜菇(包),17
黑牛肝菌(盒),4
赤松茸(盒),4
猪肚菇(盒),4
牛排菇(盒),4
黑皮鸡枞菌(盒),4
杏鲍菇(份),4
海鲜菇(袋)(3),14
蟹味菇(盒),4
白玉菇(盒),4
金针菇(盒),1
虫草花(份),20
姬菇(份),24
双孢菇(份),4
海鲜菇(份),15
姬菇(2),4
海鲜菇(2),4
鲜木耳(2),4
西峡香菇(2),23
西峡花菇(2),4
金针菇(2),23
杏鲍菇(2),21
绣球菌(袋),4
双孢菇(盒),8
鲜木耳(份),23
和丰阳光海鲜菇(包),4
金针菇(份),4
黑牛肝菌,4
西峡香菇(份) ,0
茶树菇(袋),4
海鲜菇(袋)(2),19
菌蔬四宝(份),4
菌菇火锅套餐(份),4
蟹味菇与白玉菇双拼(盒),4
花菇(一人份),4
鹿茸菇(盒),4
赤松茸,4
