,0
西峡香菇(1),2
金针菇(1),10
杏鲍菇(1),3
海鲜菇(1),6
姬菇(1),6
金针菇(袋)(1),5
平菇,12
蟹味菇(2),6
白玉菇(2),6
海鲜菇(袋)(1),16
姬菇(包),3
杏鲍菇(袋),13
鲜木耳(1),6
白玉菇(袋),14
虫草花,6
双孢菇,6
西峡花菇(1),9
黑皮鸡枞菌,6
鸡枞菌,6
银耳(朵),6
绣球菌,6
虫草花(袋),12
猴头菇,6
秀珍菇,6
金针菇(袋)(3),11
蟹味菇(袋),6
牛排菇,6
海鲜菇(袋)(4),7
虫草花(盒)(2),6
活体银耳,6
白玉菇(1),6
杏鲍菇(250克),6
金针菇(袋)(2),8
蟹味菇(1),6
海鲜菇(包),17
黑牛肝菌(盒),6
赤松茸(盒),6
猪肚菇(盒),6
牛排菇(盒),6
黑皮鸡枞菌(盒),6
杏鲍菇(份),6
海鲜菇(袋)(3),15
蟹味菇(盒),6
白玉菇(盒),6
金针菇(盒),1
虫草花(份),0
姬菇(份),0
双孢菇(份),6
海鲜菇(份),0
姬菇(2),6
海鲜菇(2),6
鲜木耳(2),6
西峡香菇(2),6
西峡花菇(2),6
金针菇(2),6
杏鲍菇(2),0
绣球菌(袋),6
双孢菇(盒),4
鲜木耳(份),0
和丰阳光海鲜菇(包),6
金针菇(份),6
黑牛肝菌,6
西峡香菇(份) ,6
茶树菇(袋),6
海鲜菇(袋)(2),18
菌蔬四宝(份),6
菌菇火锅套餐(份),6
蟹味菇与白玉菇双拼(盒),6
花菇(一人份),6
鹿茸菇(盒),6
赤松茸,6
