,0
西峡香菇(1),2
金针菇(1),8
杏鲍菇(1),13
海鲜菇(1),20
姬菇(1),20
金针菇(袋)(1),3
平菇,21
蟹味菇(2),20
白玉菇(2),20
海鲜菇(袋)(1),10
姬菇(包),20
杏鲍菇(袋),11
鲜木耳(1),20
白玉菇(袋),14
虫草花,20
双孢菇,20
西峡花菇(1),5
黑皮鸡枞菌,20
鸡枞菌,20
银耳(朵),20
绣球菌,20
虫草花(袋),7
猴头菇,20
秀珍菇,20
金针菇(袋)(3),9
蟹味菇(袋),20
牛排菇,20
海鲜菇(袋)(4),15
虫草花(盒)(2),20
活体银耳,20
白玉菇(1),20
杏鲍菇(250克),20
金针菇(袋)(2),4
蟹味菇(1),20
海鲜菇(包),19
黑牛肝菌(盒),20
赤松茸(盒),20
猪肚菇(盒),20
牛排菇(盒),20
黑皮鸡枞菌(盒),20
杏鲍菇(份),20
海鲜菇(袋)(3),18
蟹味菇(盒),20
白玉菇(盒),20
金针菇(盒),1
虫草花(份),0
姬菇(份),12
双孢菇(份),20
海鲜菇(份),16
姬菇(2),20
海鲜菇(2),20
鲜木耳(2),20
西峡香菇(2),12
西峡花菇(2),20
金针菇(2),12
杏鲍菇(2),0
绣球菌(袋),20
双孢菇(盒),6
鲜木耳(份),0
和丰阳光海鲜菇(包),20
金针菇(份),20
黑牛肝菌,20
西峡香菇(份) ,20
茶树菇(袋),20
海鲜菇(袋)(2),17
菌蔬四宝(份),20
菌菇火锅套餐(份),20
蟹味菇与白玉菇双拼(盒),20
花菇(一人份),20
鹿茸菇(盒),20
赤松茸,20
