,0
大白菜,1
上海青,11
菜心,17
云南生菜,10
甜白菜,20
云南油麦菜,4
苋菜,5
菠菜,16
红薯尖,15
竹叶菜,22
黄白菜(2),13
外地茼蒿,47
小白菜,35
木耳菜,39
娃娃菜,3
黄心菜(1),18
东门口小白菜,34
南瓜尖,19
牛首油菜,23
快菜,52
奶白菜,30
蔡甸藜蒿,41
紫苏,19
茼蒿,25
本地上海青,36
萝卜叶,46
枝江红菜苔,8
牛首生菜,33
荠菜,19
四川红香椿,49
豌豆尖,19
白菜苔,37
随州泡泡青,40
丝瓜尖,19
本地黄心油菜,32
紫贝菜,19
田七,19
油菜苔,19
青菜苔,19
马齿苋,19
甘蓝叶,19
面条菜,19
薄荷叶,19
鲜粽子叶,19
黑油菜,0
冰草,19
芥菜,19
菊花油菜,19
大芥兰,19
奶白菜苗,19
芥兰,19
蒲公英,19
黄花菜,19
小青菜(1),24
双沟白菜,19
菜心(份),21
茼蒿(份),43
小青菜(2),50
云南油麦菜(份),2
菠菜(份),6
上海青(份),28
云南生菜(份),9
枝江红菜苔(份),42
洪山菜苔,19
襄甜红菜苔(袋),19
紫苏(份),19
马兰头,19
竹叶菜(份),26
鱼腥草,19
春菜,19
红薯尖(份),29
蔡甸藜蒿(份),19
红橡叶,19
绿牛油,19
红珊瑚(粗叶),19
保康高山大白菜,7
苋菜(份),38
槐花,19
奶白菜(份),14
黄心菜(2),31
小青菜(份),12
小白菜(份),44
鲜粽叶(袋)(2),19
芝麻苋菜,19
鲜粽叶,19
鲜粽叶(袋)(1),27
艾蒿,19
鱼腥草(份),45
外地茼蒿(份),51
本地小毛白菜,0
黄白菜(1),0
龙牙菜,0
冰草(盒),19
洪山菜薹珍品手提袋,19
洪山菜薹莲藕拼装礼盒,19
白蒿,19
大白菜秧,19
鲜粽叶(袋)(3),48
木耳菜(份),19
