,0
大白菜,1
上海青,9
菜心,13
云南生菜,7
甜白菜,14
云南油麦菜,17
苋菜,20
菠菜,25
红薯尖,21
竹叶菜,8
黄白菜(2),3
外地茼蒿,0
小白菜,33
木耳菜,35
娃娃菜,6
黄心菜(1),18
东门口小白菜,36
南瓜尖,0
牛首油菜,22
快菜,0
奶白菜,24
蔡甸藜蒿,0
紫苏,0
茼蒿,15
本地上海青,37
萝卜叶,0
枝江红菜苔,12
牛首生菜,30
荠菜,0
四川红香椿,0
豌豆尖,0
白菜苔,32
随州泡泡青,40
丝瓜尖,0
本地黄心油菜,31
紫贝菜,0
田七,0
油菜苔,0
青菜苔,0
马齿苋,0
甘蓝叶,0
面条菜,0
薄荷叶,0
鲜粽子叶,0
黑油菜,0
冰草,0
芥菜,0
菊花油菜,0
大芥兰,0
奶白菜苗,0
芥兰,0
蒲公英,0
黄花菜,0
小青菜(1),26
双沟白菜,0
菜心(份),29
茼蒿(份),39
小青菜(2),39
云南油麦菜(份),11
菠菜(份),5
上海青(份),16
云南生菜(份),2
枝江红菜苔(份),39
洪山菜苔,0
襄甜红菜苔(袋),0
紫苏(份),0
马兰头,0
竹叶菜(份),23
鱼腥草,0
春菜,0
红薯尖(份),34
蔡甸藜蒿(份),0
红橡叶,0
绿牛油,0
红珊瑚(粗叶),0
保康高山大白菜,10
苋菜(份),38
槐花,0
奶白菜(份),19
黄心菜(2),27
小青菜(份),4
小白菜(份),38
鲜粽叶(袋)(2),0
芝麻苋菜,0
鲜粽叶,0
鲜粽叶(袋)(1),28
艾蒿,0
鱼腥草(份),0
外地茼蒿(份),0
本地小毛白菜,0
黄白菜(1),0
龙牙菜,0
冰草(盒),0
洪山菜薹珍品手提袋,0
洪山菜薹莲藕拼装礼盒,0
白蒿,0
大白菜秧,0
鲜粽叶(袋)(3),0
木耳菜(份),0
