,0
大白菜,1
上海青,22
菜心,17
云南生菜,9
甜白菜,15
云南油麦菜,4
苋菜,10
菠菜,28
红薯尖,18
竹叶菜,23
黄白菜(2),12
外地茼蒿,46
小白菜,32
木耳菜,38
娃娃菜,6
黄心菜(1),25
东门口小白菜,0
南瓜尖,64
牛首油菜,19
快菜,55
奶白菜,21
蔡甸藜蒿,42
紫苏,81
茼蒿,16
本地上海青,37
萝卜叶,49
枝江红菜苔,11
牛首生菜,34
荠菜,78
四川红香椿,47
豌豆尖,58
白菜苔,33
随州泡泡青,41
丝瓜尖,80
本地黄心油菜,30
紫贝菜,79
田七,76
油菜苔,63
青菜苔,60
马齿苋,62
甘蓝叶,5
面条菜,5
薄荷叶,5
鲜粽子叶,5
黑油菜,50
冰草,75
芥菜,59
菊花油菜,67
大芥兰,67
奶白菜苗,68
芥兰,5
蒲公英,5
黄花菜,5
小青菜(1),27
双沟白菜,5
菜心(份),24
茼蒿(份),43
小青菜(2),54
云南油麦菜(份),14
菠菜(份),8
上海青(份),3
云南生菜(份),2
枝江红菜苔(份),35
洪山菜苔,61
襄甜红菜苔(袋),52
紫苏(份),70
马兰头,5
竹叶菜(份),36
鱼腥草,74
春菜,71
红薯尖(份),26
蔡甸藜蒿(份),56
红橡叶,5
绿牛油,5
红珊瑚(粗叶),5
保康高山大白菜,7
苋菜(份),40
槐花,5
奶白菜(份),13
黄心菜(2),31
小青菜(份),20
小白菜(份),39
鲜粽叶(袋)(2),77
芝麻苋菜,66
鲜粽叶,5
鲜粽叶(袋)(1),29
艾蒿,69
鱼腥草(份),44
外地茼蒿(份),48
本地小毛白菜,53
黄白菜(1),51
龙牙菜,57
冰草(盒),73
洪山菜薹珍品手提袋,82
洪山菜薹莲藕拼装礼盒,5
白蒿,5
大白菜秧,65
鲜粽叶(袋)(3),45
木耳菜(份),72
