,0
西峡香菇(1),2
金针菇(1),7
杏鲍菇(1),16
海鲜菇(1),29
姬菇(1),38
金针菇(袋)(1),4
平菇,12
蟹味菇(2),40
白玉菇(2),31
海鲜菇(袋)(1),17
姬菇(包),25
杏鲍菇(袋),10
鲜木耳(1),42
白玉菇(袋),15
虫草花,0
双孢菇,30
西峡花菇(1),9
黑皮鸡枞菌,0
鸡枞菌,0
银耳(朵),33
绣球菌,0
虫草花(袋),22
猴头菇,0
秀珍菇,0
金针菇(袋)(3),14
蟹味菇(袋),8
牛排菇,0
海鲜菇(袋)(4),3
虫草花(盒)(2),0
活体银耳,0
白玉菇(1),43
杏鲍菇(250克),0
金针菇(袋)(2),6
蟹味菇(1),39
海鲜菇(包),11
黑牛肝菌(盒),0
赤松茸(盒),0
猪肚菇(盒),0
牛排菇(盒),44
黑皮鸡枞菌(盒),0
杏鲍菇(份),36
海鲜菇(袋)(3),13
蟹味菇(盒),37
白玉菇(盒),32
金针菇(盒),1
虫草花(份),24
姬菇(份),23
双孢菇(份),0
海鲜菇(份),18
姬菇(2),0
海鲜菇(2),45
鲜木耳(2),0
西峡香菇(2),21
西峡花菇(2),0
金针菇(2),28
杏鲍菇(2),20
绣球菌(袋),0
双孢菇(盒),5
鲜木耳(份),26
和丰阳光海鲜菇(包),35
金针菇(份),0
黑牛肝菌,0
西峡香菇(份) ,27
茶树菇(袋),41
海鲜菇(袋)(2),19
菌蔬四宝(份),46
菌菇火锅套餐(份),0
蟹味菇与白玉菇双拼(盒),34
花菇(一人份),0
鹿茸菇(盒),0
赤松茸,0
