,0
西峡香菇(1),4
金针菇(1),7
杏鲍菇(1),12
海鲜菇(1),39
姬菇(1),33
金针菇(袋)(1),2
平菇,19
蟹味菇(2),0
白玉菇(2),30
海鲜菇(袋)(1),17
姬菇(包),27
杏鲍菇(袋),9
鲜木耳(1),14
白玉菇(袋),11
虫草花,14
双孢菇,31
西峡花菇(1),10
黑皮鸡枞菌,14
鸡枞菌,14
银耳(朵),35
绣球菌,14
虫草花(袋),5
猴头菇,14
秀珍菇,14
金针菇(袋)(3),8
蟹味菇(袋),28
牛排菇,14
海鲜菇(袋)(4),18
虫草花(盒)(2),14
活体银耳,14
白玉菇(1),14
杏鲍菇(250克),14
金针菇(袋)(2),3
蟹味菇(1),14
海鲜菇(包),20
黑牛肝菌(盒),14
赤松茸(盒),14
猪肚菇(盒),14
牛排菇(盒),14
黑皮鸡枞菌(盒),14
杏鲍菇(份),37
海鲜菇(袋)(3),16
蟹味菇(盒),38
白玉菇(盒),34
金针菇(盒),1
虫草花(份),15
姬菇(份),26
双孢菇(份),14
海鲜菇(份),13
姬菇(2),14
海鲜菇(2),14
鲜木耳(2),14
西峡香菇(2),24
西峡花菇(2),14
金针菇(2),29
杏鲍菇(2),22
绣球菌(袋),14
双孢菇(盒),6
鲜木耳(份),21
和丰阳光海鲜菇(包),36
金针菇(份),14
黑牛肝菌,14
西峡香菇(份) ,25
茶树菇(袋),14
海鲜菇(袋)(2),23
菌蔬四宝(份),14
菌菇火锅套餐(份),14
蟹味菇与白玉菇双拼(盒),32
花菇(一人份),14
鹿茸菇(盒),14
赤松茸,14
