,0
大白菜,1
上海青,21
菜心,3
云南生菜,6
甜白菜,16
云南油麦菜,9
苋菜,17
菠菜,27
红薯尖,20
竹叶菜,15
黄白菜(2),14
外地茼蒿,0
小白菜,0
木耳菜,0
娃娃菜,5
黄心菜(1),25
东门口小白菜,0
南瓜尖,0
牛首油菜,19
快菜,0
奶白菜,22
蔡甸藜蒿,0
紫苏,0
茼蒿,11
本地上海青,0
萝卜叶,0
枝江红菜苔,13
牛首生菜,0
荠菜,0
四川红香椿,0
豌豆尖,0
白菜苔,0
随州泡泡青,0
丝瓜尖,0
本地黄心油菜,26
紫贝菜,0
田七,0
油菜苔,0
青菜苔,0
马齿苋,0
甘蓝叶,0
面条菜,0
薄荷叶,0
鲜粽子叶,0
黑油菜,0
冰草,0
芥菜,0
菊花油菜,0
大芥兰,0
奶白菜苗,0
芥兰,0
蒲公英,0
黄花菜,0
小青菜(1),24
双沟白菜,0
菜心(份),26
茼蒿(份),0
小青菜(2),0
云南油麦菜(份),10
菠菜(份),8
上海青(份),4
云南生菜(份),2
枝江红菜苔(份),0
洪山菜苔,0
襄甜红菜苔(袋),0
紫苏(份),0
马兰头,0
竹叶菜(份),23
鱼腥草,0
春菜,0
红薯尖(份),23
蔡甸藜蒿(份),0
红橡叶,0
绿牛油,0
红珊瑚(粗叶),0
保康高山大白菜,7
苋菜(份),0
槐花,0
奶白菜(份),12
黄心菜(2),26
小青菜(份),18
小白菜(份),0
鲜粽叶(袋)(2),0
芝麻苋菜,0
鲜粽叶,0
鲜粽叶(袋)(1),0
艾蒿,0
鱼腥草(份),0
外地茼蒿(份),0
本地小毛白菜,0
黄白菜(1),0
龙牙菜,0
冰草(盒),0
洪山菜薹珍品手提袋,0
洪山菜薹莲藕拼装礼盒,0
白蒿,0
大白菜秧,0
鲜粽叶(袋)(3),0
木耳菜(份),0
