,0
西峡香菇(1),3
金针菇(1),7
杏鲍菇(1),10
海鲜菇(1),37
姬菇(1),29
金针菇(袋)(1),4
平菇,18
蟹味菇(2),38
白玉菇(2),30
海鲜菇(袋)(1),15
姬菇(包),25
杏鲍菇(袋),12
鲜木耳(1),42
白玉菇(袋),14
虫草花,48
双孢菇,32
西峡花菇(1),8
黑皮鸡枞菌,40
鸡枞菌,40
银耳(朵),34
绣球菌,40
虫草花(袋),5
猴头菇,40
秀珍菇,53
金针菇(袋)(3),9
蟹味菇(袋),28
牛排菇,40
海鲜菇(袋)(4),17
虫草花(盒)(2),40
活体银耳,40
白玉菇(1),44
杏鲍菇(250克),51
金针菇(袋)(2),6
蟹味菇(1),39
海鲜菇(包),16
黑牛肝菌(盒),54
赤松茸(盒),54
猪肚菇(盒),54
牛排菇(盒),45
黑皮鸡枞菌(盒),40
杏鲍菇(份),36
海鲜菇(袋)(3),13
蟹味菇(盒),41
白玉菇(盒),33
金针菇(盒),1
虫草花(份),0
姬菇(份),22
双孢菇(份),49
海鲜菇(份),19
姬菇(2),40
海鲜菇(2),46
鲜木耳(2),50
西峡香菇(2),21
西峡花菇(2),2
金针菇(2),27
杏鲍菇(2),23
绣球菌(袋),40
双孢菇(盒),11
鲜木耳(份),26
和丰阳光海鲜菇(包),35
金针菇(份),40
黑牛肝菌,40
西峡香菇(份) ,24
茶树菇(袋),43
海鲜菇(袋)(2),20
菌蔬四宝(份),47
菌菇火锅套餐(份),52
蟹味菇与白玉菇双拼(盒),31
花菇(一人份),40
鹿茸菇(盒),40
赤松茸,40
