,0
西峡香菇(1),4
金针菇(1),6
杏鲍菇(1),13
海鲜菇(1),38
姬菇(1),32
金针菇(袋)(1),2
平菇,3
蟹味菇(2),37
白玉菇(2),34
海鲜菇(袋)(1),17
姬菇(包),24
杏鲍菇(袋),12
鲜木耳(1),10
白玉菇(袋),14
虫草花,10
双孢菇,30
西峡花菇(1),8
黑皮鸡枞菌,10
鸡枞菌,10
银耳(朵),35
绣球菌,10
虫草花(袋),11
猴头菇,10
秀珍菇,10
金针菇(袋)(3),9
蟹味菇(袋),27
牛排菇,10
海鲜菇(袋)(4),18
虫草花(盒)(2),10
活体银耳,10
白玉菇(1),10
杏鲍菇(250克),10
金针菇(袋)(2),7
蟹味菇(1),40
海鲜菇(包),16
黑牛肝菌(盒),10
赤松茸(盒),10
猪肚菇(盒),10
牛排菇(盒),10
黑皮鸡枞菌(盒),10
杏鲍菇(份),0
海鲜菇(袋)(3),15
蟹味菇(盒),39
白玉菇(盒),33
金针菇(盒),1
虫草花(份),21
姬菇(份),20
双孢菇(份),10
海鲜菇(份),19
姬菇(2),10
海鲜菇(2),10
鲜木耳(2),10
西峡香菇(2),28
西峡花菇(2),10
金针菇(2),29
杏鲍菇(2),23
绣球菌(袋),10
双孢菇(盒),5
鲜木耳(份),26
和丰阳光海鲜菇(包),36
金针菇(份),10
黑牛肝菌,10
西峡香菇(份) ,25
茶树菇(袋),10
海鲜菇(袋)(2),22
菌蔬四宝(份),10
菌菇火锅套餐(份),10
蟹味菇与白玉菇双拼(盒),31
花菇(一人份),10
鹿茸菇(盒),10
赤松茸,10
