,0
大白菜,1
上海青,8
菜心,3
云南生菜,8
甜白菜,8
云南油麦菜,8
苋菜,3
菠菜,0
红薯尖,3
竹叶菜,3
黄白菜(2),8
外地茼蒿,5
小白菜,5
木耳菜,5
娃娃菜,6
黄心菜(1),5
东门口小白菜,5
南瓜尖,5
牛首油菜,0
快菜,5
奶白菜,3
蔡甸藜蒿,5
紫苏,5
茼蒿,0
本地上海青,5
萝卜叶,5
枝江红菜苔,0
牛首生菜,5
荠菜,5
四川红香椿,5
豌豆尖,5
白菜苔,5
随州泡泡青,5
丝瓜尖,5
本地黄心油菜,5
紫贝菜,5
田七,5
油菜苔,5
青菜苔,5
马齿苋,5
甘蓝叶,5
面条菜,5
薄荷叶,5
鲜粽子叶,5
黑油菜,5
冰草,5
芥菜,5
菊花油菜,5
大芥兰,5
奶白菜苗,5
芥兰,5
蒲公英,5
黄花菜,5
小青菜(1),5
双沟白菜,5
菜心(份),5
茼蒿(份),5
小青菜(2),5
云南油麦菜(份),2
菠菜(份),2
上海青(份),7
云南生菜(份),4
枝江红菜苔(份),5
洪山菜苔,5
襄甜红菜苔(袋),5
紫苏(份),5
马兰头,5
竹叶菜(份),5
鱼腥草,5
春菜,5
红薯尖(份),5
蔡甸藜蒿(份),5
红橡叶,5
绿牛油,5
红珊瑚(粗叶),5
保康高山大白菜,9
苋菜(份),5
槐花,5
奶白菜(份),2
黄心菜(2),5
小青菜(份),7
小白菜(份),5
鲜粽叶(袋)(2),5
芝麻苋菜,5
鲜粽叶,5
鲜粽叶(袋)(1),5
艾蒿,5
鱼腥草(份),5
外地茼蒿(份),5
本地小毛白菜,5
黄白菜(1),5
龙牙菜,5
冰草(盒),5
洪山菜薹珍品手提袋,5
洪山菜薹莲藕拼装礼盒,5
白蒿,5
大白菜秧,5
鲜粽叶(袋)(3),5
木耳菜(份),5
