销售日期,花叶类,花菜类,水生根茎类,茄类,辣椒类,食用菌
2020-07-01,0.1623124317942777,0.25054390158738676,0.016341410819698643,0.29743296533284014,0.12696303235021045,0.06918902209979338
2020-07-02,0.15674929453255818,0.23605597485965985,0.01549907005579665,0.27073681378278164,0.1093356679812853,0.09490624804357352
2020-07-03,0.15075706870079408,0.22602669818162271,0.03225154316827946,0.3018220648947709,0.10633846988982693,0.08303465222563072
2020-07-04,0.18695539138330095,0.29900889044076157,0.018325965659451736,0.4798328442542315,0.13452139992817322,0.0924646278094284
2020-07-05,0.1769291008184292,0.2979989793451692,0.013541470120488423,0.5197635603837519,0.16301050426078767,0.14323585112377132
2020-07-06,0.1546773419899121,0.22949155273830935,0.010407962478773014,0.2583598893476049,0.09711848614188942,0.0793878732861704
2020-07-07,0.1359586494536035,0.24575756761838244,0.010502304644330036,0.27000529718912647,0.06986235396727411,0.10282977524572717
2020-07-08,0.12056361534382797,0.24406005747898243,0.0357320952047225,0.3335547502333286,0.10903114868320228,0.08602015901834345
2020-07-09,0.14811773937492148,0.22095028336601205,0.007095878595110381,0.21794990372568968,0.09741307546286104,0.07402530833281162
2020-07-10,0.1421073385208535,0.33490370927452917,0.03040850157686191,0.3183358417906181,0.09753885517293887,0.0810527922118575
2020-07-11,0.21363000237855728,0.4112916655475274,0.030081673360467936,0.5740891777585324,0.14222375217425123,0.10219980592249421
2020-07-12,0.23721485958214836,0.38470629314281096,0.04715086660017789,0.6870033885193937,0.1194377646959524,0.10948162524259689
2020-07-13,0.1507989502739292,0.17205017324272776,0.03910145826033047,0.37314913689450196,0.10135196638371746,0.0823909879171101
2020-07-14,0.15061482939580695,0.30928527302516706,0.03034785304186097,0.2921610009164977,0.11046272038342952,0.08771833719401487
2020-07-15,0.17182666086119577,0.20392683516424479,0.03449553896331437,0.32094239517030887,0.1214005901716397,0.0825533713140925
2020-07-16,0.1679419473983246,0.21192017404850788,0.03825574813337286,0.22354138113696176,0.12024540283434643,0.10419731734802476
2020-07-17,0.1546220267046393,0.23742580107974523,0.03614315749750667,0.31321522563503207,0.1009961422038922,0.10155418518750393
2020-07-18,0.21672923879055503,0.3281566436571674,0.03510202431332381,0.47578007416064777,0.14075908055031935,0.14026012646340696
2020-07-19,0.25270471989524873,0.41014745776369144,0.037480794630583035,0.6034759650553683,0.1699863131815481,0.15616391723533463
2020-07-20,0.16199239335805665,0.2547930488034164,0.03217067845494487,0.28543441154955396,0.11146399307549595,0.1029412915544982
2020-07-21,0.16988904543992642,0.26324836829523773,0.042939162780667936,0.22781276538497108,0.09432319758502958,0.08980975709008952
2020-07-22,0.1836546492892381,0.2883349896591549,0.03655758915334644,0.4056721964836755,0.1345660848251745,0.1304506041444938
2020-07-23,0.1580310287141646,0.2117858773602642,0.10248591606242756,0.37115638479454477,0.09539232512069061,0.11104480999186128
2020-07-24,0.13933525251032616,0.20249254653380236,0.03955632227283755,0.2940360377025334,0.09529468034576186,0.0962581387341138
2020-07-25,0.17948782787147574,0.30845800542558605,0.03512224049165745,0.5202512381128553,0.15591057062613475,0.13110600701183248
2020-07-26,0.19820652040778428,0.34443877413982954,0.04376128736623628,0.5845490242241299,0.16891056566114618,0.13948342515494896
2020-07-27,0.15647034745111116,0.2303241922054201,0.058172053155071554,0.3037139181542239,0.1181700376180633,0.10325431978964501
2020-07-28,0.1307360963054921,0.18767693588676093,0.04703293889323162,0.33918826882814407,0.10923140322161566,0.09337632254429348
2020-07-29,0.15308821286586125,0.22680024710590627,0.06266004474514138,0.34286266826983713,0.1365272553046766,0.10626330369999372
2020-07-30,0.15942102281123346,0.205194595901265,0.035866869726946804,0.38939385021567124,0.11194890695776949,0.09933559757090088
2020-07-31,0.15580419337275475,0.20170825387445937,0.06422679856599908,0.2866536058723125,0.06802696319784983,0.08918761347273524
2020-08-01,0.18166329901941802,0.29202546265209095,0.07221218900778996,0.4103639925671188,0.1094879276303268,0.10524987478870593
2020-08-02,0.19213211186647208,0.26439794794660354,0.18920321302460982,0.42792039081484223,0.11247850573704427,0.10752715519939897
2020-08-03,0.16424135481357563,0.23865058687652754,0.05241044232998194,0.3799766251019499,0.14311414012190712,0.09503341576410192
2020-08-04,0.14224878760747958,0.23923074856974016,0.08830426696137361,0.25721636915522444,0.12141879512967725,0.08862807550241031
2020-08-05,0.193125416346299,0.23437995219037888,0.07227957626890213,0.41597228645180817,0.1360886813155896,0.12294183935390972
2020-08-06,0.18552509614981907,0.2193172356369691,0.0644053748079463,0.2656666470474477,0.12254750252800667,0.09510384711700993
2020-08-07,0.1619481411298384,0.2163358491579597,0.0856323620582765,0.43553825327290613,0.13010090511741373,0.1333832874225255
2020-08-08,0.24588513543947596,0.31240632805995,0.09252607887005043,0.5361428054922602,0.16598287740946752,0.180272960621048
2020-08-09,0.19802081909293998,0.29478660256238076,0.08726650314024635,0.4358409497944186,0.1219467389127668,0.14296195141801793
2020-08-10,0.16617659957976189,0.27235368375815844,0.10338216663521928,0.40077019448251505,0.13030612464438268,0.07061525699618106
2020-08-11,0.17125059167599782,0.3023233327066152,0.0689304293916278,0.282281322783799,0.12129798040815516,0.07829031803668687
2020-08-12,0.1634780038768113,0.26894254787676924,0.09216892638615595,0.30277219564285174,0.1409494051116213,0.06690000313028234
2020-08-13,0.14872541729456104,0.25499180790201703,0.06510957168656838,0.2615718357703206,0.10222580436952093,0.06974660364364864
2020-08-14,0.17207636986328434,0.314694743627622,0.10105056740073856,0.318049961742523,0.12658900321234764,0.10524596193576657
2020-08-15,0.1937109681518294,0.42641884451129436,0.08639720747189951,0.3639000765149541,0.15604131532476817,0.1135020816377637
2020-08-16,0.19082192982386822,0.3235529531841744,0.08239440416183724,0.4066727766520083,0.15769631151000196,0.1077854034933951
2020-08-17,0.17039715584607495,0.27798877279686274,0.053626782393056405,0.29440600011771534,0.12073693670136096,0.09276983033869654
2020-08-18,0.17788842590873138,0.3003948322634363,0.07329375454864014,0.2860398045925789,0.1273023065681834,0.08943999248732236
2020-08-19,0.16924343703895697,0.34412720582310424,0.060480066848163004,0.2551647593983066,0.13392063631293333,0.09806783321855628
2020-08-20,0.18454127429032466,0.37381214579248456,0.07738079193509259,0.3191514407513601,0.12570192525706234,0.10645112064108181
2020-08-21,0.16363525733065817,0.26892643227418,0.11657322299792446,0.24967418082753864,0.14100236498954866,0.09782132348337819
2020-08-22,0.215793620251084,0.3002121887674249,0.144114396614464,0.25579537715145756,0.1933052094314922,0.0976158987040631
2020-08-23,0.20668319276665723,0.38438935295855586,0.15518275425213623,0.3978441281078945,0.15509631250299968,0.10804560821386089
2020-08-24,0.20600518541288518,0.2244581128629367,0.06841491684411978,0.22596295330906155,0.16066537466631137,0.0774275339635635
2020-08-25,0.2713823210767833,0.2565657650882328,0.06759616162160706,0.19567648468439683,0.1774371060074707,0.10660176547924621
2020-08-26,0.19098471480624243,0.4434154333754128,0.063849429903771,0.2583178481640615,0.13623928596844584,0.08375657359293807
2020-08-27,0.1572589853754288,0.4969299777067493,0.06565877786463246,0.16084116000033633,0.1488172569762227,0.09871736680648593
2020-08-28,0.15411786739029598,0.21449867046278628,0.0707465160786005,0.2068173983233976,0.25836145447684744,0.10889274087522695
2020-08-29,0.21101279916679377,0.3051381912922026,0.22175126014178276,0.25792266103875355,0.2410121294670416,0.12214166092781564
2020-08-30,0.2105038985422842,0.4339340871854098,0.10109773848351708,0.18196265061254008,0.2578666106174626,0.14320063544731734
2020-08-31,0.1777058854673312,0.2939593349627997,0.17840440443138628,0.13405251784648242,0.1952316249911045,0.08760095160583484
2020-09-01,0.15063695550991607,0.30006177647659193,0.1605771045041645,0.22138046430283106,0.16964372897120475,0.09250375633882174
2020-09-02,0.1420962754637989,0.20797722328167378,0.060449742580662554,0.11664746785951517,0.13896837467789644,0.0997992706442121
2020-09-03,0.15287801478182467,0.2089280438344389,0.05389633143750504,0.11916153063541045,0.14418161266138288,0.09422736805859887
2020-09-04,0.13932814054507683,0.25039348929655386,0.056049354430038535,0.17012385332671887,0.15156289564752554,0.1064882927440055
2020-09-05,0.19720610396270805,0.310644355510193,0.14337987546834147,0.2836182324204791,0.18277612370103494,0.1224605584423715
2020-09-06,0.21793669244622368,0.28579409631758473,0.15823539718051702,0.28080988135978,0.20935701743207474,0.15352469792775306
2020-09-07,0.11712695569166628,0.1410491257285595,0.1311558263025957,0.1460090304462251,0.09346259956870799,0.08178645213798284
2020-09-08,0.12511448288505564,0.178555504821251,0.0644458071646136,0.17340306564310398,0.0831784532736652,0.06336669692606273
2020-09-09,0.10390739272983303,0.17582122424860996,0.04097482411924849,0.10124357820921374,0.0658605731913788,0.06544246541038001
2020-09-10,0.09476219563752052,0.30791007493755196,0.04882880940187067,0.14223373216402788,0.08162606685191592,0.07001854692293244
2020-09-11,0.12007921148851063,0.1694179581531519,0.04502816787514487,0.185140964088421,0.08311390842244108,0.09482212170537781
