销售日期,花叶类,花菜类,水生根茎类,茄类,辣椒类,食用菌
2020-07-01,19.175896575377585,0.236494600518849,-4.132788041739494,0.9214610324381638,-0.6221341980257156,3.1703206292966795
2020-07-02,13.786112545954843,-0.09239360404141136,-4.302012084149291,0.7100431837801534,-1.073785068143445,3.752384821340956
2020-07-03,15.09484873165331,-0.3812249964450713,-8.270809132594305,0.9463541553265239,-1.5612897525871412,3.204998198298219
2020-07-04,23.632754731189863,0.6300522426501922,-3.364829607126424,2.262835746135325,-1.9367479214400012,3.723343529946747
2020-07-05,11.6328738490867,0.5921399137868839,-4.056902820927926,4.148243056897224,-2.509096107873874,3.3992355576266644
2020-07-06,10.881267510830801,-0.6328819530851972,-3.351170267380342,1.4393755690293444,-1.8594047565492318,2.6590049002659115
2020-07-07,10.709173405704234,-0.945259807247375,-3.372418129207581,0.7082107270031178,-1.9879074549904954,4.497391566751718
2020-07-08,6.843670388827605,-0.7579785163604467,-2.2968540741461156,1.1543697568085292,-3.0210616690919077,3.55872065952637
2020-07-09,10.194591395551344,-0.4641195895345836,-2.605218546802627,1.6137263287711314,-1.683233779285109,3.3221358370313374
2020-07-10,9.786814822015385,-1.3241483158572984,-2.5652535008098414,2.1932500818135026,-2.6712761552835023,3.6372287958883205
2020-07-11,18.023173712801675,-1.15632449021546,-1.6599347649047251,2.8483680292894955,-3.9353683147606584,4.125160098011515
2020-07-12,23.578927324219606,-0.4632432024713597,-1.8801024413356218,6.4237558611521,-1.5418825533804579,4.972480196120448
2020-07-13,14.795546536106025,-0.9944277833035096,-2.8358854743521373,2.844866126100741,-1.9633774792817915,3.858626476570417
2020-07-14,12.768836789608478,-1.1412726162858413,-1.5394341724050977,1.8155459268745004,-2.6369878490451635,2.989222637375476
2020-07-15,17.853081761563594,-0.9769668047426672,-1.8682537919487503,2.620015958796158,-2.8613398266459873,4.262905415236583
2020-07-16,16.76791606226751,-0.5681148303490406,-2.678222645922513,1.8018705126662848,-2.490571576430466,3.5213115695671435
2020-07-17,13.766547860418324,-0.6366113219192313,-2.7421316084659084,3.2210530466065355,-1.8273029324514392,3.8105607854112447
2020-07-18,23.41563051180079,-0.48413902148615345,-1.8793524744462218,4.46859696479344,-3.3688909709786747,4.2088915086259515
2020-07-19,33.05146291103021,-0.28194072610143056,-2.339641259018846,5.692869061322007,-4.112585562197522,4.4928639440708835
2020-07-20,12.37158910248859,-1.7037113916333508,-2.410940732089821,2.977662878118098,-2.8151493307093185,3.5660556553417426
2020-07-21,15.569018807012757,-1.2275641868006513,-2.2764865633577185,1.4692583888966317,-1.8814613058646903,3.4166642954588045
2020-07-22,13.550047656214035,-0.9282632752226647,-2.478551339704728,3.928511294482406,-3.964838546185549,5.119648477220284
2020-07-23,10.4230190014902,-1.1518799868804506,-2.794213024557626,3.341113219339988,-1.6928217723576435,4.3839954909026755
2020-07-24,10.717304549704508,-0.9910220839406367,-2.1892478591338795,2.7101356322367236,-1.3530826210391516,3.790627355701218
2020-07-25,18.751718454059514,-0.9671702457055449,-1.9216360248734403,7.905032994827591,-1.6738788813911807,4.538421538124354
2020-07-26,20.38749790541406,-0.6262329095670487,-2.620017360798548,5.777042238513449,-2.073633594611443,4.552316436346087
2020-07-27,16.46773199026304,-0.9340717597678183,-1.555923702654232,3.3816317646698084,-1.9145831978970753,3.877214623702802
2020-07-28,11.128281192169329,-0.9847940811682523,-1.814586910037168,3.3582482953574,-1.5858728599119956,2.7351929483245736
2020-07-29,11.877761299018978,-0.47020264475578094,-1.5610997334253183,3.5574131910148976,-1.7069951107116113,4.0330271290835995
2020-07-30,12.35982024928073,-1.357512112625756,-0.8762267848879467,3.855689658207345,-2.789603556010401,3.49303692808624
2020-07-31,9.207685274988608,-1.2681719941593377,-0.8345474161352552,2.3042595414625047,-2.2313097484791418,2.9065698860897426
2020-08-01,14.924767860527826,-0.6927805658510968,-1.0827983174692029,4.263966952535904,-1.8970362691383453,3.1668874060093573
2020-08-02,16.27984836225862,-0.697901012653789,1.336440225731031,3.6858739340711484,-1.656042849553471,3.9567533529303844
2020-08-03,14.899503299551826,-0.9033762454688805,-1.680127464950099,2.6740795467080627,-1.438641672878054,2.9161725953843187
2020-08-04,7.0853536617306725,-1.060759608517082,-0.7273375095631535,2.4344605602832474,-0.9750746601159297,3.212603800252122
2020-08-05,8.475007955639384,-1.5598613611148688,-1.0239122175847013,4.663020417604894,-2.019063505697346,3.9825363959746873
2020-08-06,13.054463314546204,-1.933411750079808,-0.20688846671387817,2.593162615710952,-1.8254664592685979,3.1843014919462718
2020-08-07,13.092050218594903,-1.0365048092497082,-1.306094852397237,4.010926722933975,-1.5146487008628828,3.382588781553016
2020-08-08,25.135911744069478,-1.3279701933028791,-0.8439852416032728,4.473062760086865,-1.5477818296144725,4.912664548866408
2020-08-09,16.881928776569143,-0.052050082663130354,-1.3862581138184416,4.716459570345667,-2.5268893354134083,4.024871365669852
2020-08-10,12.005045524492326,-0.6653843183245369,-0.7873600119447085,4.103759149352967,-1.626078712045475,3.1973606203965144
2020-08-11,13.529070095981817,-1.0563718635036816,-0.8155816614686441,2.1830169392560306,-1.5331227823523592,3.885286471817609
2020-08-12,16.4082576794274,-0.8488348206877632,-0.20070657141333592,2.8524339934034675,-2.027733067785062,3.4322748834751686
2020-08-13,9.261675687779453,-1.0433940534815795,-0.8608461897874397,1.9763354141959542,-1.8209221995450604,3.3568020903099125
2020-08-14,11.928605199748187,-1.3289626430361543,-0.4693072555889771,2.4890083194727146,-2.3993088496147066,3.9742466273984354
2020-08-15,17.91280226508048,-4.256306508558066,-0.6975662010085403,3.02462327332592,-1.9435867079763558,3.2265704600402585
2020-08-16,19.7628510649191,-0.7668518176442622,-0.8022698924245822,5.342712759820641,-2.510936888054115,3.8236307746443363
2020-08-17,14.420408385489582,-1.1447077531945404,-1.3395552894375666,2.325011443700889,-2.080038738578107,4.95049851321704
2020-08-18,16.047726552562263,-1.175036091622583,-0.44765734942810387,2.382926262651564,-2.574623843830805,2.274006395672712
2020-08-19,15.764271537335084,-0.1901235437924363,-0.6777603534186251,2.1941041033805075,-2.161450370606241,3.1940586759693024
2020-08-20,14.454696368462832,-0.7688904357687072,-0.6878806610383975,2.4182882149330425,-1.634417629493189,3.677937051709032
2020-08-21,16.67934641610499,-0.7793811467577101,-0.8036331167612922,1.7367049695204546,-2.270001493164248,3.7057652351417105
2020-08-22,22.501905088459267,-0.8414926111652774,-0.15937237087840184,2.5064234767925857,-2.6332070186336445,4.796044020118161
2020-08-23,21.840013596493595,-0.4734064477580206,-0.7572222465921961,4.6689786390818995,-2.561725751197477,3.3039669053917726
2020-08-24,18.829852276953225,-0.951029704394357,-0.801337600380016,1.7878307738134078,-2.3027141011711656,2.968414175571156
2020-08-25,20.7895882462934,-0.9082082056634342,-1.4270958760747658,1.279267118597359,-2.103594728045058,3.7974965608853077
2020-08-26,15.96030833736253,0.8753438843526786,-0.8157788393266127,2.1320499443102245,-2.0291970592619313,3.031421776556257
2020-08-27,15.262733123238045,1.7989291145097948,-1.5331825766130636,0.18328834796968152,-1.9530537919410538,3.6478018788502182
2020-08-28,15.108796193801924,-1.2865468619666856,-3.3089931112030646,0.9428397690767937,-1.1439534747770668,3.1669157629390887
2020-08-29,26.214741231759238,-0.5531619293496004,2.989521076088427,0.9408065349292296,-2.2581140141475093,3.4122184085173397
2020-08-30,24.540578870579736,-0.7814233880664923,-0.5006356614406865,1.0158450122727496,-2.3023418759018255,3.9855336341984
2020-08-31,18.60482668777835,-0.9791155162027023,1.2265109432618448,0.5244364174397953,-2.0222916447746653,4.629952148917732
2020-09-01,13.932795670413316,-0.7560322727034827,0.9464607472500003,0.9121792406653606,-1.4565489521338617,3.2467898028141815
2020-09-02,11.785908033119075,-0.7765589385894818,-1.0893049995090156,0.0808320532251432,-1.2249744571265526,3.003592497768137
2020-09-03,9.616545174857416,-1.0270819226000596,-1.0866999045151595,0.1452460943113657,-1.3707761924490909,2.667635652291238
2020-09-04,10.993784500614737,-1.1259876941119102,-2.8273738420297754,0.8566167925637139,-1.0131599576118846,4.079988626977803
2020-09-05,17.600143869332435,-0.8622326251435202,0.17336670495120282,1.7644527525101175,-1.250533701371229,3.5969405667041214
2020-09-06,21.57253777721968,-0.5907760556727975,1.1911944017549603,1.9176935625882197,-2.6529324799258664,5.3979244506919395
2020-09-07,8.924329089262631,-0.7059351487071603,0.21809330809303323,0.6071896093655534,-1.2571682838286504,2.563277439334608
2020-09-08,7.956180025600887,-0.6318088596350717,0.16683784306959543,0.9064685912452802,-1.105479541121703,2.9980265952350122
2020-09-09,7.34363420410486,-0.7602940566791418,-0.9644529031263559,-0.050575398110315084,-1.0565211570059645,1.6030233370200215
2020-09-10,5.302644133497299,1.195150526211936,-0.7574108097426214,0.2466153700667033,-1.245302270608467,2.316556646579214
2020-09-11,10.163301336265558,-1.58620397522713,-0.7150905990119508,0.6736503544176663,-1.4401980515044355,3.528503061344113
2020-09-12,16.75743441445113,0.008085310187636224,0.03365477212852293,0.8161816042952298,-1.8748592158796062,3.870540698906549
2020-09-13,17.794864643139665,-0.11915333120823321,-0.8132665029683125,1.2871381288118935,-2.0167471410452373,3.0427234927689075
2020-09-14,10.340338493299415,0.8735641677315507,-0.8798894223873347,0.43563374719125536,-1.3347191668936473,2.561509285689172
2020-09-15,9.25019400899615,-0.5730626345644598,-3.8228408921675987,0.351111659087881,-1.0985744519990999,2.812412114065361
2020-09-16,8.83734032048475,0.7609175776180024,-1.084107731803238,0.10127423752154313,-1.450553199654864,2.2586158342690417
2020-09-17,7.790195840545134,-0.6905079899983328,0.06311462192193996,1.601920393652689,-1.410432353340337,2.3715721515326122
2020-09-18,7.7045434100239145,-0.8040065854536731,-1.3407451465134068,0.17370618221097833,-1.1014436884278183,1.3893176304807735
2020-09-19,15.90899921320099,0.6832261649882123,0.5148410391032292,1.451662603617439,-1.9076361989914865,3.5556710487097294
2020-09-20,22.30659700691385,-1.564886358904376,0.43526195066194123,2.872396250255719,-2.7657043940663195,2.946493645785288
2020-09-21,9.986839299768713,-1.0785469595185244,-0.007343518833982474,1.1180722499970415,-1.5943417465183392,3.090631069913877
2020-09-22,19.18026885621163,-0.3128409926522499,0.19212820649883616,2.016722040474785,-1.6855525805273661,1.696069577269336
2020-09-23,11.405709198752286,-0.7209609882840802,-0.9677521520104891,1.6957207861237777,-1.2655533491202318,2.730350843473876
2020-09-24,9.291200900528985,-0.6202074175265757,1.537634238538699,1.064179838910409,-1.11470089694492,2.381969129088456
2020-09-25,16.38455237966294,0.2938756424666229,-1.5714284626421116,2.761389966993645,-1.2540413300399165,2.35295043918526
2020-09-26,22.854413777169214,-0.054957139911144565,0.6451824996807133,2.825935121604768,-1.034713661247641,4.366515548921644
2020-09-27,15.693531818008555,-1.256547763943404,-0.23297342205091587,0.731844048732214,-0.9404343684351033,2.504132512683913
2020-09-28,12.943419013758836,-0.8926944097574674,-1.0132137043690976,1.358195668287311,-0.9617395071829993,1.4981602674997565
2020-09-29,13.62968050902337,-0.8342765115815511,-0.18279946712917977,1.6137203121458406,-1.1038115233269217,2.6303820086938443
2020-09-30,16.354942248920175,0.05510403955476709,0.2614317572724671,2.061112685587945,-1.2271940195487994,1.2211483049973526
2020-10-01,27.558251393427096,1.0380184185554908,0.9180741040571955,2.6634613721249303,-1.7396055914201087,2.928464158936033
2020-10-02,33.606645784544995,0.3931003254220053,-2.5695921047142694,3.0888227742171983,-1.849358352252688,3.5575472047822316
2020-10-03,40.06005833418799,-0.2191312383945519,-0.5706615244821404,8.484192063083675,-1.52711878339604,2.9289158779841666
2020-10-04,33.27117385603605,-0.6395766559865963,-0.5176390712089564,4.135216611428679,-1.246258976762647,7.075686073491546
2020-10-05,31.778854799191343,-1.6787371196947538,1.3613794094944984,2.402292169327736,-1.4253049250175416,4.619056264323488
2020-10-06,38.84685925384008,-4.696982774543636,0.1300259308064287,4.748577225576164,-1.1714956566131987,5.907060314933905
